0.1,2318,0.2,2018,0.3,1602,0.4,1478,0.5,1477,0.6,1556,0.7,1295,0.8,1436,0.9,1097
0.1,2015,0.2,1978,0.3,1665,0.4,1593,0.5,1443,0.6,1130,0.7,1255,0.8,1155,0.9,1148
0.1,1915,0.2,1837,0.3,1743,0.4,1584,0.5,1444,0.6,978,0.7,766,0.8,1322,0.9,693
0.1,2097,0.2,1564,0.3,1788,0.4,1519,0.5,1056,0.6,1172,0.7,1258,0.8,1092,0.9,963
0.1,2157,0.2,1917,0.3,1558,0.4,1314,0.5,1160,0.6,924,0.7,955,0.8,1154,0.9,884
0.1,2290,0.2,1805,0.3,1698,0.4,1129,0.5,1387,0.6,1399,0.7,1146,0.8,996,0.9,1465
0.1,2208,0.2,1893,0.3,1715,0.4,1460,0.5,1216,0.6,1339,0.7,1409,0.8,1087,0.9,864
0.1,2239,0.2,1842,0.3,1736,0.4,1606,0.5,1575,0.6,1214,0.7,1326,0.8,1192,0.9,690
0.1,2115,0.2,1912,0.3,1794,0.4,1393,0.5,1690,0.6,771,0.7,1322,0.8,1220,0.9,1214
0.1,2404,0.2,1801,0.3,1622,0.4,1449,0.5,1763,0.6,1083,0.7,1267,0.8,776,0.9,1240
0.1,2192,0.2,1944,0.3,1421,0.4,1608,0.5,1245,0.6,1358,0.7,896,0.8,1025,0.9,766
0.1,2121,0.2,1905,0.3,1443,0.4,1143,0.5,1072,0.6,1296,0.7,1311,0.8,1137,0.9,1164
0.1,1960,0.2,1987,0.3,1581,0.4,1452,0.5,1267,0.6,1302,0.7,1284,0.8,1088,0.9,1095
0.1,2103,0.2,1742,0.3,1532,0.4,1627,0.5,1229,0.6,988,0.7,1273,0.8,1409,0.9,1224
0.1,2309,0.2,1768,0.3,1678,0.4,1257,0.5,1064,0.6,1208,0.7,906,0.8,1023,0.9,962
0.1,2397,0.2,1835,0.3,1511,0.4,1550,0.5,1652,0.6,1468,0.7,1254,0.8,1262,0.9,1113
0.1,2173,0.2,1924,0.3,1595,0.4,1489,0.5,1347,0.6,1088,0.7,1418,0.8,1301,0.9,918
0.1,2288,0.2,1740,0.3,1968,0.4,1550,0.5,1184,0.6,1300,0.7,1137,0.8,705,0.9,723
0.1,2118,0.2,1765,0.3,1458,0.4,1483,0.5,1364,0.6,1402,0.7,1371,0.8,1161,0.9,1227
0.1,2311,0.2,1863,0.3,1945,0.4,1589,0.5,1401,0.6,1493,0.7,1152,0.8,1128,0.9,1076
0.1,2087,0.2,1814,0.3,1701,0.4,1244,0.5,1224,0.6,1533,0.7,1223,0.8,1424,0.9,1215
0.1,2216,0.2,1853,0.3,1597,0.4,1607,0.5,1553,0.6,1528,0.7,825,0.8,1279,0.9,1105
0.1,2265,0.2,1790,0.3,1825,0.4,1655,0.5,1198,0.6,996,0.7,816,0.8,790,0.9,1216
0.1,1986,0.2,1624,0.3,1734,0.4,1423,0.5,1537,0.6,1299,0.7,1198,0.8,1370,0.9,1046
0.1,2147,0.2,1656,0.3,1378,0.4,1429,0.5,1165,0.6,980,0.7,1153,0.8,1169,0.9,1208
0.1,2168,0.2,1907,0.3,1751,0.4,1645,0.5,1143,0.6,1206,0.7,1074,0.8,577,0.9,1177
0.1,2274,0.2,1618,0.3,1609,0.4,1646,0.5,1170,0.6,1204,0.7,1025,0.8,1171,0.9,1036
