0.1,1970,0.2,1991,0.3,1721,0.4,1479,0.5,1606,0.6,1184,0.7,1313,0.8,619,0.9,1268
0.1,2062,0.2,2076,0.3,1548,0.4,1580,0.5,1196,0.6,1365,0.7,970,0.8,1220,0.9,993
0.1,2217,0.2,1804,0.3,1899,0.4,1596,0.5,987,0.6,976,0.7,1258,0.8,606,0.9,776
0.1,2251,0.2,1748,0.3,1585,0.4,1519,0.5,987,0.6,1467,0.7,805,0.8,782,0.9,1298
0.1,2227,0.2,1988,0.3,1814,0.4,1456,0.5,1525,0.6,1513,0.7,1133,0.8,748,0.9,1355
0.1,2204,0.2,1636,0.3,1595,0.4,1346,0.5,1350,0.6,1097,0.7,874,0.8,1244,0.9,1257
0.1,2090,0.2,1718,0.3,1948,0.4,1278,0.5,1473,0.6,1121,0.7,1195,0.8,763,0.9,832
0.1,2196,0.2,1901,0.3,1740,0.4,1063,0.5,1596,0.6,1376,0.7,1163,0.8,1047,0.9,538
0.1,2085,0.2,2115,0.3,1726,0.4,1210,0.5,1274,0.6,1450,0.7,1416,0.8,850,0.9,1012
0.1,2089,0.2,1835,0.3,1484,0.4,1818,0.5,1545,0.6,963,0.7,1125,0.8,959,0.9,1100
0.1,2053,0.2,1974,0.3,1609,0.4,1494,0.5,965,0.6,1381,0.7,1213,0.8,1021,0.9,1041
0.1,2149,0.2,1645,0.3,1537,0.4,1491,0.5,1550,0.6,1251,0.7,961,0.8,1107,0.9,1098
0.1,2126,0.2,1784,0.3,1784,0.4,1722,0.5,1464,0.6,623,0.7,1459,0.8,1049,0.9,1260
0.1,2297,0.2,1989,0.3,1356,0.4,1298,0.5,1368,0.6,1050,0.7,1320,0.8,860,0.9,1081
0.1,2323,0.2,2036,0.3,1764,0.4,1473,0.5,1067,0.6,1162,0.7,1290,0.8,952,0.9,888
0.1,2134,0.2,1733,0.3,1578,0.4,1647,0.5,1707,0.6,1150,0.7,1189,0.8,928,0.9,717
0.1,2150,0.2,1818,0.3,1576,0.4,1717,0.5,1298,0.6,1208,0.7,1230,0.8,1236,0.9,615
0.1,2100,0.2,1711,0.3,1624,0.4,1400,0.5,1319,0.6,1196,0.7,1249,0.8,1328,0.9,1132
0.1,2340,0.2,1850,0.3,1796,0.4,1501,0.5,1357,0.6,1225,0.7,1519,0.8,751,0.9,1095
0.1,2161,0.2,1555,0.3,1667,0.4,1601,0.5,1183,0.6,1417,0.7,1252,0.8,794,0.9,958
0.1,2158,0.2,1832,0.3,1764,0.4,1506,0.5,1300,0.6,1057,0.7,1187,0.8,785,0.9,1033
0.1,2282,0.2,1735,0.3,1444,0.4,1171,0.5,1368,0.6,1354,0.7,1235,0.8,1151,0.9,1316
0.1,2033,0.2,1732,0.3,1757,0.4,1368,0.5,1454,0.6,1058,0.7,1319,0.8,1381,0.9,820
0.1,2381,0.2,1760,0.3,1371,0.4,1428,0.5,847,0.6,886,0.7,1400,0.8,748,0.9,1173
0.1,2163,0.2,1957,0.3,1899,0.4,1478,0.5,1090,0.6,1083,0.7,1100,0.8,1253,0.9,1034
0.1,2118,0.2,1906,0.3,1853,0.4,1385,0.5,1376,0.6,1156,0.7,1170,0.8,996,0.9,444
0.1,2131,0.2,1702,0.3,1515,0.4,1586,0.5,1108,0.6,1280,0.7,1061,0.8,1105,0.9,1224
0.1,2391,0.2,1723,0.3,1791,0.4,1299,0.5,1229,0.6,980,0.7,1103,0.8,935,0.9,1240
0.1,2181,0.2,1804,0.3,1663,0.4,1166,0.5,1176,0.6,1263,0.7,1424,0.8,1316,0.9,854
0.1,1969,0.2,1684,0.3,1590,0.4,1534,0.5,1303,0.6,1077,0.7,1166,0.8,935,0.9,865
0.1,2185,0.2,1764,0.3,1445,0.4,1551,0.5,1532,0.6,1084,0.7,868,0.8,1053,0.9,952
0.1,2179,0.2,1712,0.3,1597,0.4,1572,0.5,1567,0.6,1005,0.7,1010,0.8,1097,0.9,1282
0.1,1969,0.2,1992,0.3,1882,0.4,1586,0.5,1220,0.6,1377,0.7,1031,0.8,1149,0.9,1048
0.1,2145,0.2,1737,0.3,1533,0.4,1443,0.5,1537,0.6,1110,0.7,1259,0.8,1195,0.9,1332
0.1,2223,0.2,1803,0.3,1564,0.4,1396,0.5,1192,0.6,1221,0.7,1341,0.8,831,0.9,1065
0.1,2118,0.2,1825,0.3,1523,0.4,1305,0.5,1009,0.6,1592,0.7,1398,0.8,979,0.9,817
0.1,2201,0.2,1818,0.3,1370,0.4,1495,0.5,1028,0.6,908,0.7,1408,0.8,889,0.9,934
0.1,2142,0.2,1685,0.3,1842,0.4,1545,0.5,1044,0.6,1163,0.7,1132,0.8,887,0.9,1317
0.1,2221,0.2,1815,0.3,1701,0.4,1512,0.5,1314,0.6,1344,0.7,953,0.8,1114,0.9,1111
0.1,2208,0.2,2015,0.3,1559,0.4,1343,0.5,1625,0.6,1387,0.7,1092,0.8,1349,0.9,869
0.1,2258,0.2,1821,0.3,1495,0.4,1572,0.5,1151,0.6,1290,0.7,910,0.8,658,0.9,1223
0.1,2050,0.2,1799,0.3,1651,0.4,1497,0.5,1328,0.6,934,0.7,1074,0.8,1273,0.9,1357
0.1,2027,0.2,1816,0.3,1574,0.4,1375,0.5,1242,0.6,1058,0.7,898,0.8,1352,0.9,965
0.1,2021,0.2,2008,0.3,1949,0.4,1340,0.5,1340,0.6,1318,0.7,1265,0.8,1350,0.9,1010
0.1,2167,0.2,1707,0.3,1851,0.4,1538,0.5,1763,0.6,1550,0.7,1095,0.8,869,0.9,851
0.1,2172,0.2,1879,0.3,1587,0.4,1300,0.5,1446,0.6,1267,0.7,896,0.8,1086,0.9,1160
0.1,2144,0.2,1829,0.3,1446,0.4,1603,0.5,1274,0.6,1141,0.7,1075,0.8,833,0.9,746
0.1,2227,0.2,1710,0.3,1701,0.4,1469,0.5,1454,0.6,1298,0.7,1031,0.8,1327,0.9,895
0.1,2019,0.2,1984,0.3,1631,0.4,1151,0.5,1438,0.6,1179,0.7,1270,0.8,1312,0.9,1387
0.1,2039,0.2,1700,0.3,1697,0.4,1209,0.5,1647,0.6,1348,0.7,923,0.8,787,0.9,1091
0.1,2174,0.2,1803,0.3,1520,0.4,1758,0.5,1115,0.6,1112,0.7,1447,0.8,1223,0.9,1238
0.1,2050,0.2,1722,0.3,1640,0.4,1304,0.5,1572,0.6,1283,0.7,1481,0.8,1061,0.9,1078
0.1,2156,0.2,1729,0.3,1632,0.4,1256,0.5,1344,0.6,1033,0.7,1344,0.8,1308,0.9,621
0.1,2322,0.2,1791,0.3,1591,0.4,1467,0.5,1548,0.6,1013,0.7,1441,0.8,922,0.9,1424
0.1,2286,0.2,1848,0.3,1774,0.4,1719,0.5,1186,0.6,1232,0.7,982,0.8,1064,0.9,924
0.1,2143,0.2,1708,0.3,1652,0.4,1624,0.5,936,0.6,1115,0.7,1002,0.8,886,0.9,1083
0.1,2219,0.2,1337,0.3,1909,0.4,1670,0.5,1391,0.6,1320,0.7,1309,0.8,1090,0.9,1393
0.1,2157,0.2,1923,0.3,1573,0.4,1463,0.5,1274,0.6,1043,0.7,1001,0.8,1294,0.9,999
0.1,2183,0.2,1865,0.3,1477,0.4,1278,0.5,1696,0.6,1355,0.7,1334,0.8,1300,0.9,1413
0.1,2289,0.2,1677,0.3,1707,0.4,1864,0.5,1262,0.6,1547,0.7,1317,0.8,1202,0.9,625
0.1,2270,0.2,1809,0.3,1505,0.4,1302,0.5,1121,0.6,1213,0.7,1190,0.8,1274,0.9,868
0.1,2065,0.2,1953,0.3,1579,0.4,1702,0.5,1046,0.6,1158,0.7,997,0.8,1233,0.9,733
0.1,2173,0.2,1864,0.3,1692,0.4,1340,0.5,1464,0.6,1326,0.7,1147,0.8,933,0.9,1034
0.1,2164,0.2,2131,0.3,1521,0.4,1583,0.5,1103,0.6,1160,0.7,1223,0.8,817,0.9,518
0.1,2233,0.2,2027,0.3,1403,0.4,1258,0.5,1427,0.6,1006,0.7,1253,0.8,1261,0.9,1046
0.1,2277,0.2,1887,0.3,2008,0.4,1076,0.5,1539,0.6,1210,0.7,1476,0.8,1271,0.9,827
0.1,2172,0.2,1950,0.3,1726,0.4,1591,0.5,1321,0.6,1203,0.7,1419,0.8,1082,0.9,962
0.1,2076,0.2,1985,0.3,1645,0.4,1556,0.5,1288,0.6,1590,0.7,1063,0.8,1256,0.9,986
0.1,2091,0.2,2028,0.3,1278,0.4,1519,0.5,1129,0.6,1095,0.7,1175,0.8,1123,0.9,1288
0.1,2239,0.2,1932,0.3,1498,0.4,1504,0.5,1094,0.6,1079,0.7,887,0.8,1258,0.9,1155
0.1,1987,0.2,1800,0.3,1860,0.4,1540,0.5,1444,0.6,1114,0.7,1433,0.8,1320,0.9,1146
0.1,2158,0.2,1750,0.3,1750,0.4,1486,0.5,1156,0.6,761,0.7,1391,0.8,1016,0.9,571
0.1,2123,0.2,1649,0.3,1560,0.4,1353,0.5,1635,0.6,1270,0.7,1337,0.8,1117,0.9,1048
