1,6,"[11, 11, 14, 22, 28, 33]",125,125
2,6,"[18, 19, 16, 18, 27, 21]",125,125
3,6,"[16, 21, 16, 19, 12, 35]",125,125
4,6,"[16, 22, 18, 14, 30, 19]",125,125
5,4,"[21, 17, 48, 35]",125,125
6,8,"[25, 11, 11, 18, 6, 17, 16, 13]",125,125
7,5,"[34, 23, 13, 30, 20]",125,125
8,7,"[13, 14, 21, 15, 33, 4, 18]",125,125
9,5,"[20, 23, 24, 29, 24]",125,125
10,6,"[21, 18, 7, 12, 36, 25]",125,125
11,4,"[26, 11, 53, 31]",125,125
12,7,"[22, 20, 23, 25, 21, 4, 3]",125,125
13,6,"[15, 43, 27, 11, 4, 19]",125,125
14,7,"[16, 11, 16, 21, 29, 15, 10]",125,125
15,7,"[22, 29, 6, 9, 15, 15, 22]",125,125
16,7,"[21, 24, 10, 7, 22, 15, 19]",125,125
17,5,"[15, 20, 33, 28, 24]",125,125
18,7,"[19, 11, 17, 25, 10, 22, 14]",125,125
19,5,"[19, 25, 31, 26, 19]",125,125
20,7,"[23, 24, 17, 12, 19, 16, 7]",125,125
21,7,"[12, 21, 13, 24, 11, 10, 27]",125,125
22,4,"[9, 35, 21, 55]",125,124
23,7,"[19, 16, 27, 18, 21, 15, 2]",125,125
24,9,"[20, 4, 12, 10, 9, 11, 21, 11, 18]",125,125
25,6,"[22, 19, 12, 18, 31, 17]",125,125
26,5,"[29, 28, 18, 32, 13]",125,125
27,8,"[29, 6, 15, 4, 15, 15, 2, 31]",125,125
28,6,"[24, 33, 8, 29, 15, 10]",125,125
29,5,"[10, 41, 34, 23, 12]",125,125
30,7,"[23, 19, 16, 11, 25, 19, 5]",125,125
31,6,"[19, 29, 17, 27, 19, 8]",125,125
32,8,"[15, 25, 11, 3, 10, 12, 33, 8]",125,125
33,6,"[35, 22, 22, 19, 12, 9]",125,125
34,8,"[14, 20, 18, 14, 7, 26, 10, 8]",125,125
35,6,"[26, 19, 23, 26, 16, 9]",125,125
36,8,"[24, 19, 27, 7, 11, 12, 15, 2]",125,125
37,6,"[40, 15, 22, 15, 18, 9]",125,125
38,6,"[20, 17, 18, 26, 30, 8]",125,125
39,6,"[35, 24, 27, 13, 8, 12]",125,125
40,4,"[27, 28, 38, 28]",125,125
41,6,"[16, 25, 17, 23, 28, 10]",125,125
42,5,"[21, 24, 35, 29, 11]",125,125
43,6,"[14, 28, 12, 6, 36, 23]",125,125
44,6,"[12, 37, 21, 19, 12, 18]",125,125
45,6,"[19, 19, 17, 31, 22, 11]",125,125
46,7,"[19, 12, 27, 16, 23, 13, 8]",125,125
47,7,"[33, 18, 21, 7, 12, 13, 14]",125,125
48,8,"[12, 18, 11, 23, 16, 19, 9, 9]",125,125
49,7,"[17, 18, 17, 13, 12, 26, 15]",125,125
50,7,"[21, 21, 16, 14, 11, 22, 13]",125,125
51,7,"[14, 21, 32, 7, 12, 23, 9]",125,125
52,6,"[29, 37, 27, 5, 10, 11]",125,125
53,6,"[47, 16, 23, 15, 7, 11]",125,125
54,7,"[9, 12, 15, 17, 22, 31, 12]",125,125
55,7,"[7, 29, 13, 20, 16, 17, 16]",125,125
56,6,"[17, 14, 22, 31, 9, 26]",125,125
57,9,"[23, 11, 9, 17, 13, 16, 17, 4, 6]",125,125
58,7,"[6, 28, 27, 25, 4, 24, 4]",125,125
59,7,"[12, 29, 21, 6, 19, 21, 10]",125,125
60,7,"[12, 19, 16, 27, 17, 22, 5]",125,125
61,6,"[20, 26, 16, 23, 25, 9]",125,125
62,7,"[15, 29, 14, 15, 16, 7, 22]",125,125
63,8,"[15, 16, 9, 21, 10, 18, 21, 7]",125,125
64,8,"[17, 11, 14, 10, 15, 17, 22, 11]",125,125
65,7,"[6, 16, 9, 20, 23, 19, 25]",125,125
66,7,"[29, 11, 21, 11, 14, 19, 13]",125,125
67,7,"[26, 15, 12, 31, 10, 8, 16]",125,125
68,7,"[25, 19, 19, 17, 23, 12, 3]",125,125
69,6,"[18, 23, 23, 15, 13, 27]",125,125
70,6,"[27, 24, 25, 15, 22, 6]",125,125
71,6,"[19, 16, 24, 20, 24, 16]",125,125
72,6,"[23, 15, 20, 23, 31, 7]",125,125
73,6,"[15, 24, 7, 30, 33, 10]",125,125
74,5,"[31, 40, 19, 12, 18]",125,125
75,6,"[12, 32, 18, 25, 15, 17]",125,125
76,6,"[21, 12, 30, 27, 22, 7]",125,125
77,6,"[14, 29, 28, 17, 9, 22]",125,125
78,9,"[13, 8, 11, 10, 15, 10, 18, 22, 9]",125,125
79,7,"[10, 21, 15, 25, 19, 18, 10]",125,125
80,8,"[13, 35, 13, 10, 5, 19, 16, 6]",125,125
81,6,"[27, 17, 33, 7, 16, 19]",125,125
82,7,"[14, 15, 24, 14, 18, 17, 16]",125,125
83,7,"[24, 21, 11, 25, 14, 13, 10]",125,125
84,7,"[19, 17, 18, 22, 15, 21, 6]",125,125
85,7,"[30, 13, 21, 18, 9, 14, 13]",125,125
86,7,"[21, 15, 16, 24, 20, 7, 15]",125,125
87,9,"[8, 14, 7, 20, 13, 17, 21, 9, 7]",125,125
88,5,"[38, 24, 20, 17, 21]",125,125
89,8,"[4, 25, 11, 17, 17, 10, 26, 7]",125,125
