1,8,"[8, 19, 21, 15, 19, 14, 9, 12]",125,125
2,6,"[21, 21, 26, 12, 25, 14]",125,125
3,7,"[11, 35, 13, 22, 15, 17, 5]",125,125
4,6,"[23, 19, 19, 28, 17, 13]",125,125
5,8,"[17, 9, 23, 9, 24, 13, 11, 11]",125,125
6,7,"[15, 15, 12, 17, 17, 19, 23]",125,125
7,7,"[17, 15, 15, 20, 14, 15, 22]",125,125
8,8,"[11, 24, 14, 10, 21, 10, 16, 11]",125,125
9,4,"[22, 39, 20, 39]",125,124
10,7,"[6, 21, 15, 18, 17, 29, 12]",125,125
11,7,"[11, 26, 15, 16, 19, 25, 6]",125,125
12,4,"[29, 32, 31, 29]",125,125
13,8,"[12, 24, 19, 10, 18, 19, 7, 8]",125,125
14,6,"[18, 19, 18, 22, 15, 27]",125,125
15,6,"[20, 31, 16, 19, 25, 8]",125,125
16,5,"[33, 25, 27, 25, 10]",125,125
17,5,"[32, 27, 32, 12, 17]",125,125
18,7,"[8, 22, 22, 10, 22, 21, 13]",125,125
19,7,"[10, 20, 24, 14, 9, 24, 17]",125,125
20,6,"[12, 23, 31, 21, 18, 14]",125,125
21,7,"[10, 38, 14, 12, 14, 20, 10]",125,125
22,5,"[26, 11, 26, 20, 37]",125,125
23,6,"[30, 25, 11, 15, 19, 19]",125,125
24,4,"[37, 40, 32, 12]",125,125
25,6,"[20, 25, 26, 8, 30, 10]",125,125
26,6,"[12, 8, 29, 17, 26, 27]",125,125
27,6,"[18, 12, 21, 28, 13, 27]",125,125
28,5,"[24, 17, 46, 17, 16]",125,125
29,9,"[19, 10, 16, 15, 15, 12, 8, 11, 10]",125,125
30,8,"[18, 9, 16, 21, 12, 9, 15, 17]",125,125
31,6,"[14, 42, 17, 20, 17, 9]",125,125
32,6,"[9, 3, 22, 36, 12, 37]",125,125
33,8,"[10, 14, 29, 13, 16, 21, 8, 6]",125,125
34,7,"[9, 23, 17, 26, 17, 13, 13]",125,125
35,8,"[11, 23, 15, 18, 15, 19, 10, 6]",125,125
36,8,"[29, 18, 8, 18, 12, 10, 15, 7]",125,125
