1,ch,"[11.0, 4.0]",2.997805386693665,0.09
1,ch,"[14.0, 75.0]",2.9955487306936646,0.11
1,ch,"[21.0, 39.0]",2.9950817486936643,0.09
1,ch,"[45.0, 16.0]",2.9911988131216645,0.09
1,ch,"[67.0, 98.0]",2.9824273641456647,0.11
1,ch,"[72.0, 38.0]",2.9850341559256646,0.11
1,ch,"[88.0, 11.0]",2.975847226993665,0.09
1,ch,"[97.0, 56.0]",2.9728365573936646,0.09
 
2,ch,"[8.0, 31.0]",2.994899074693664,0.1
2,ch,"[18.0, 71.0]",2.9948538786936636,0.12
2,ch,"[42.0, 25.0]",2.989686876801664,0.1
2,ch,"[50.0, 96.0]",2.9892925509816646,0.1
2,ch,"[84.0, 89.0]",2.974474527185664,0.12
2,ch,"[92.0, 5.0]",2.9709231232016644,0.1
 
3,ch,"[15.0, 88.0]",2.996671534693664,0.13
3,ch,"[18.0, 32.0]",2.991642944693663,0.11
3,ch,"[37.0, 61.0]",2.9932021774936635,0.11
3,ch,"[68.0, 63.0]",2.984153848945663,0.13
3,ch,"[73.0, 99.0]",2.980057745893664,0.11
3,ch,"[74.0, 23.0]",2.982103523393664,0.13
3,ch,"[100.0, 3.0]",2.9664200032816646,0.09
 
4,ch,"[7.0, 19.0]",2.993930890693663,0.12
4,ch,"[13.0, 90.0]",2.9947279406936635,0.14
4,ch,"[45.0, 16.0]",2.9809547402433285,0.12
4,ch,"[71.0, 62.0]",2.981547886993662,0.14
4,ch,"[81.0, 21.0]",2.9784724784856635,0.1
4,ch,"[90.0, 91.0]",2.9726563807216646,0.12
 
5,ch,"[11.0, 4.0]",2.9929236713873295,0.13
5,ch,"[17.0, 86.0]",2.9965813006936637,0.13
5,ch,"[30.0, 54.0]",2.993399792693662,0.09
5,ch,"[47.0, 97.0]",2.9896320546456634,0.09
5,ch,"[57.0, 20.0]",2.985599293041662,0.13
5,ch,"[64.0, 51.0]",2.9869622302256618,0.13
5,ch,"[83.0, 86.0]",2.977645112993663,0.11
5,ch,"[97.0, 56.0]",2.944972544787328,0.11
 
6,ch,"[10.0, 48.0]",2.9949663226936623,0.1
6,ch,"[16.0, 0.0]",2.9949361866936632,0.12
6,ch,"[17.0, 86.0]",2.9935677693873286,0.14
6,ch,"[40.0, 64.0]",2.9910240466616624,0.1
6,ch,"[56.0, 18.0]",2.986946239493663,0.14
6,ch,"[80.0, 84.0]",2.977419463621662,0.12
6,ch,"[91.0, 39.0]",2.972626404485662,0.1
 
7,ch,"[0.0, 34.0]",2.994365470693662,0.11
7,ch,"[14.0, 75.0]",2.9905795213873274,0.13
7,ch,"[33.0, 11.0]",2.9911774854936617,0.11
7,ch,"[46.0, 40.0]",2.9890415441816605,0.09
7,ch,"[59.0, 98.0]",2.9846452289936627,0.09
7,ch,"[85.0, 15.0]",2.9752799226936624,0.11
7,ch,"[85.0, 62.0]",2.975794760321661,0.11
 
8,ch,"[0.0, 86.0]",2.995392416693663,0.14
8,ch,"[6.0, 19.0]",2.992631292693662,0.12
8,ch,"[38.0, 4.0]",2.989767987493661,0.1
8,ch,"[50.0, 96.0]",2.9778069719633273,0.08
8,ch,"[59.0, 52.0]",2.98573898699366,0.1
8,ch,"[80.0, 84.0]",2.9578344532433265,0.1
8,ch,"[81.0, 21.0]",2.9570432489713263,0.1
8,ch,"[96.0, 51.0]",2.9717214572656623,0.1
 
9,ch,"[9.0, 21.0]",2.9928245606936623,0.13
9,ch,"[38.0, 33.0]",2.9857141040656594,0.11
9,ch,"[67.0, 10.0]",2.98107997560166,0.11
9,ch,"[88.0, 60.0]",2.9701244124216606,0.11
 
10,ch,"[7.0, 85.0]",2.995884680693664,0.14
10,ch,"[8.0, 31.0]",2.988089551387326,0.12
10,ch,"[24.0, 60.0]",2.9936353046936617,0.1
10,ch,"[45.0, 6.0]",2.98716175960166,0.12
10,ch,"[52.0, 78.0]",2.9868704428056594,0.08
10,ch,"[82.0, 32.0]",2.9745710304856607,0.12
10,ch,"[90.0, 91.0]",2.9450022234433284,0.1
 
11,ch,"[7.0, 85.0]",2.9931333713873287,0.15
11,ch,"[8.0, 46.0]",2.99130226469366,0.11
11,ch,"[31.0, 5.0]",2.989938616101661,0.09
11,ch,"[63.0, 25.0]",2.984009532421661,0.13
11,ch,"[69.0, 94.0]",2.9793813494256605,0.11
11,ch,"[72.0, 56.0]",2.9798016898936597,0.15
11,ch,"[100.0, 3.0]",2.9310621785633275,0.09
 
12,ch,"[9.0, 21.0]",2.9857495773873257,0.12
12,ch,"[15.0, 78.0]",2.9898065766936597,0.16
12,ch,"[63.0, 25.0]",2.967916976843325,0.14
12,ch,"[90.0, 58.0]",2.9703476361016596,0.14
 
13,ch,"[16.0, 0.0]",2.990255561387327,0.09
13,ch,"[19.0, 45.0]",2.9909136946936585,0.09
13,ch,"[27.0, 76.0]",2.9919312546936587,0.15
13,ch,"[50.0, 96.0]",2.9666030949449906,0.09
13,ch,"[63.0, 25.0]",2.9545467572649895,0.13
13,ch,"[77.0, 59.0]",2.978672953493659,0.13
13,ch,"[84.0, 3.0]",2.9738591769936624,0.09
13,ch,"[92.0, 85.0]",2.9710094520016623,0.11
 
14,ch,"[1.0, 32.0]",2.9923111606936614,0.1
14,ch,"[30.0, 54.0]",2.9864491233873225,0.06
14,ch,"[36.0, 86.0]",2.9881267217656595,0.12
14,ch,"[44.0, 8.0]",2.985581414693659,0.12
14,ch,"[80.0, 84.0]",2.93612899286499,0.1
14,ch,"[91.0, 48.0]",2.9698258909936586,0.14
 
15,ch,"[11.0, 23.0]",2.9914345626936596,0.09
15,ch,"[24.0, 60.0]",2.9854383533873246,0.11
15,ch,"[38.0, 4.0]",2.979433120987324,0.09
15,ch,"[69.0, 94.0]",2.960788496851323,0.09
15,ch,"[79.0, 45.0]",2.975841145781656,0.15
15,ch,"[98.0, 11.0]",2.965568942193662,0.09
 
16,ch,"[12.0, 33.0]",2.988548450693659,0.08
16,ch,"[15.0, 72.0]",2.9901802646936586,0.16
16,ch,"[74.0, 23.0]",2.959281922787325,0.14
16,ch,"[82.0, 78.0]",2.973151092965659,0.12
16,ch,"[98.0, 50.0]",2.96836922346166,0.12
 
17,ch,"[2.0, 52.0]",2.988226330693659,0.13
17,ch,"[40.0, 79.0]",2.985094545681656,0.11
17,ch,"[76.0, 21.0]",2.9739551240656583,0.13
17,ch,"[84.0, 89.0]",2.948259484371324,0.09
17,ch,"[95.0, 60.0]",2.9684726261936585,0.13
 
18,ch,"[0.0, 86.0]",2.991114815387327,0.17
18,ch,"[10.0, 48.0]",2.986646781387322,0.12
18,ch,"[22.0, 12.0]",2.9900944466936576,0.1
18,ch,"[44.0, 99.0]",2.986013595905659,0.12
18,ch,"[67.0, 10.0]",2.961813795203321,0.12
18,ch,"[74.0, 82.0]",2.976436004693657,0.1
18,ch,"[96.0, 58.0]",2.968589459893659,0.12
 
19,ch,"[0.0, 86.0]",2.988591228080992,0.16
19,ch,"[7.0, 23.0]",2.990559008693659,0.09
19,ch,"[38.0, 33.0]",2.9741426201313197,0.09
19,ch,"[50.0, 96.0]",2.954333171926653,0.13
19,ch,"[61.0, 6.0]",2.9821542401456584,0.15
19,ch,"[75.0, 34.0]",2.9762052983216583,0.15
19,ch,"[83.0, 86.0]",2.9515311039873233,0.11
 
20,ch,"[13.0, 90.0]",2.9876199533873242,0.18
20,ch,"[22.0, 2.0]",2.98933074869366,0.08
20,ch,"[36.0, 52.0]",2.9869516826936535,0.12
20,ch,"[73.0, 84.0]",2.976230488993657,0.1
20,ch,"[88.0, 12.0]",2.968978817205659,0.14
20,ch,"[98.0, 50.0]",2.939408258923324,0.12
 
21,ch,"[17.0, 86.0]",2.98703307008099,0.19
21,ch,"[23.0, 24.0]",2.985589544693655,0.09
21,ch,"[48.0, 59.0]",2.985591158993653,0.13
21,ch,"[50.0, 96.0]",2.943610272908318,0.11
21,ch,"[72.0, 38.0]",2.96429283185132,0.13
21,ch,"[83.0, 74.0]",2.9725337809936554,0.09
21,ch,"[88.0, 11.0]",2.9461635719873254,0.13
 
22,ch,"[2.0, 25.0]",2.9884652426936578,0.12
22,ch,"[17.0, 86.0]",2.9842297167746548,0.2
22,ch,"[36.0, 52.0]",2.9806234873873168,0.12
22,ch,"[56.0, 96.0]",2.9804366076856583,0.12
22,ch,"[82.0, 32.0]",2.9469616909713214,0.16
 
23,ch,"[16.0, 34.0]",2.987083380693656,0.13
23,ch,"[34.0, 62.0]",2.987249722693652,0.15
23,ch,"[56.0, 96.0]",2.968575171371323,0.11
23,ch,"[61.0, 6.0]",2.9672820102913215,0.17
23,ch,"[82.0, 78.0]",2.9499791919313214,0.11
23,ch,"[84.0, 32.0]",2.9717999658936574,0.17
 
24,ch,"[18.0, 71.0]",2.980602729387318,0.2
24,ch,"[34.0, 13.0]",2.980948896193655,0.14
24,ch,"[96.0, 58.0]",2.936382671787321,0.12
24,ch,"[98.0, 11.0]",2.932067058387325,0.16
 
25,ch,"[0.0, 34.0]",2.9851982413873204,0.17
25,ch,"[36.0, 68.0]",2.984147407893654,0.17
25,ch,"[38.0, 4.0]",2.965981068480985,0.17
25,ch,"[44.0, 99.0]",2.9757828818113214,0.13
25,ch,"[77.0, 59.0]",2.9552526329873188,0.15
25,ch,"[92.0, 85.0]",2.941897390003324,0.09
 
26,ch,"[15.0, 88.0]",2.9877442893873227,0.24
26,ch,"[16.0, 0.0]",2.9846359560809885,0.14
26,ch,"[18.0, 32.0]",2.9786716153873165,0.16
26,ch,"[52.0, 96.0]",2.9809500198936583,0.12
26,ch,"[65.0, 22.0]",2.9767603964816542,0.22
26,ch,"[85.0, 62.0]",2.9472990906433183,0.14
 
27,ch,"[1.0, 32.0]",2.9847741453873233,0.17
27,ch,"[15.0, 72.0]",2.984419351387319,0.21
27,ch,"[31.0, 12.0]",2.984682997393656,0.13
27,ch,"[47.0, 71.0]",2.980844224693653,0.19
27,ch,"[84.0, 3.0]",2.945978285987324,0.19
27,ch,"[90.0, 58.0]",2.9405039402033193,0.15
 
28,ch,"[7.0, 23.0]",2.9828713653873193,0.16
28,ch,"[45.0, 29.0]",2.9831836225816493,0.18
28,ch,"[53.0, 68.0]",2.9754571292656524,0.22
28,ch,"[76.0, 21.0]",2.9526814901313196,0.21
28,ch,"[96.0, 51.0]",2.93918777453132,0.18
 
29,ch,"[6.0, 19.0]",2.9828351873873213,0.17
29,ch,"[15.0, 88.0]",2.9845472800809874,0.25
29,ch,"[36.0, 52.0]",2.9747449820809786,0.17
29,ch,"[42.0, 21.0]",2.983886443393653,0.17
29,ch,"[54.0, 81.0]",2.9808513607856506,0.13
29,ch,"[75.0, 34.0]",2.957593268643318,0.2
