1,5,"[25, 23, 38, 14, 20]",125,125
2,5,"[25, 23, 38, 14, 20]",125,125
3,5,"[25, 23, 38, 14, 20]",125,125
4,5,"[19, 21, 33, 23, 24]",125,125
5,5,"[19, 21, 33, 23, 24]",125,125
6,5,"[19, 21, 33, 23, 24]",125,125
7,6,"[16, 29, 23, 31, 8, 12]",125,125
8,6,"[16, 29, 23, 31, 8, 12]",125,125
9,6,"[16, 29, 23, 31, 8, 12]",125,125
10,6,"[14, 31, 24, 17, 18, 15]",125,125
11,6,"[14, 31, 24, 17, 18, 15]",125,125
12,6,"[14, 31, 24, 17, 18, 15]",125,125
13,6,"[18, 21, 32, 16, 12, 20]",125,125
14,6,"[18, 21, 32, 16, 12, 20]",125,125
15,6,"[18, 21, 32, 16, 12, 20]",125,125
16,5,"[35, 26, 15, 20, 24]",125,125
17,5,"[35, 26, 15, 20, 24]",125,125
18,5,"[35, 26, 15, 20, 24]",125,125
19,5,"[24, 36, 26, 5, 29]",125,125
20,5,"[24, 36, 26, 5, 29]",125,125
21,5,"[24, 36, 26, 5, 29]",125,125
22,7,"[20, 29, 13, 21, 7, 25, 3]",125,125
23,7,"[20, 29, 13, 21, 7, 25, 3]",125,125
24,7,"[20, 29, 13, 21, 7, 25, 3]",125,125
25,7,"[16, 19, 32, 17, 10, 17, 7]",125,125
26,7,"[16, 19, 32, 17, 10, 17, 7]",125,125
27,7,"[16, 19, 32, 17, 10, 17, 7]",125,125
28,6,"[13, 27, 14, 20, 26, 19]",125,125
29,6,"[13, 27, 14, 20, 26, 19]",125,125
30,6,"[13, 27, 14, 20, 26, 19]",125,125
31,6,"[22, 5, 23, 21, 8, 40]",125,125
32,6,"[22, 5, 23, 21, 8, 40]",125,125
33,6,"[22, 5, 23, 21, 8, 40]",125,125
34,3,"[55, 28, 39]",125,125
35,3,"[55, 28, 39]",125,125
36,3,"[55, 28, 39]",125,125
37,6,"[37, 24, 25, 3, 21, 9]",125,125
38,6,"[37, 24, 25, 3, 21, 9]",125,125
39,6,"[37, 24, 25, 3, 21, 9]",125,125
40,7,"[21, 10, 18, 25, 6, 15, 23]",125,125
41,7,"[21, 10, 18, 25, 6, 15, 23]",125,125
42,7,"[21, 10, 18, 25, 6, 15, 23]",125,125
43,8,"[4, 16, 23, 19, 6, 23, 7, 19]",125,125
44,8,"[4, 16, 23, 19, 6, 23, 7, 19]",125,125
45,8,"[4, 16, 23, 19, 6, 23, 7, 19]",125,125
46,6,"[34, 16, 30, 11, 23, 5]",125,125
47,6,"[34, 16, 30, 11, 23, 5]",125,125
48,6,"[34, 16, 30, 11, 23, 5]",125,125
49,8,"[21, 21, 15, 7, 13, 2, 26, 12]",125,125
50,8,"[21, 21, 15, 7, 13, 2, 26, 12]",125,125
51,8,"[21, 21, 15, 7, 13, 2, 26, 12]",125,125
52,5,"[28, 35, 31, 23, 3]",125,125
53,5,"[28, 35, 31, 23, 3]",125,125
54,5,"[28, 35, 31, 23, 3]",125,125
55,7,"[27, 15, 20, 19, 15, 14, 8]",125,125
56,7,"[27, 15, 20, 19, 15, 14, 8]",125,125
57,7,"[27, 15, 20, 19, 15, 14, 8]",125,125
58,6,"[23, 20, 25, 26, 10, 15]",125,125
59,6,"[23, 20, 25, 26, 10, 15]",125,125
60,6,"[23, 20, 25, 26, 10, 15]",125,125
61,7,"[26, 27, 17, 20, 14, 4, 10]",125,125
62,7,"[26, 27, 17, 20, 14, 4, 10]",125,125
63,7,"[26, 27, 17, 20, 14, 4, 10]",125,125
64,4,"[44, 34, 30, 13]",125,125
65,4,"[44, 34, 30, 13]",125,125
66,4,"[44, 34, 30, 13]",125,125
67,5,"[34, 28, 16, 21, 21]",125,125
68,5,"[34, 28, 16, 21, 21]",125,125
69,5,"[34, 28, 16, 21, 21]",125,125
70,6,"[39, 18, 24, 18, 5, 15]",125,125
71,6,"[39, 18, 24, 18, 5, 15]",125,125
72,6,"[39, 18, 24, 18, 5, 15]",125,125
73,7,"[10, 25, 10, 16, 16, 22, 19]",125,125
74,7,"[10, 25, 10, 16, 16, 22, 19]",125,125
75,7,"[10, 25, 10, 16, 16, 22, 19]",125,125
76,5,"[28, 31, 9, 32, 20]",125,125
77,5,"[28, 31, 9, 32, 20]",125,125
78,5,"[28, 31, 9, 32, 20]",125,125
79,7,"[31, 11, 30, 11, 4, 12, 19]",125,125
80,7,"[31, 11, 30, 11, 4, 12, 19]",125,125
81,7,"[31, 11, 30, 11, 4, 12, 19]",125,125
82,5,"[18, 30, 35, 28, 9]",125,125
83,5,"[18, 30, 35, 28, 9]",125,125
84,5,"[18, 30, 35, 28, 9]",125,125
85,7,"[30, 26, 10, 7, 15, 10, 20]",125,125
86,7,"[30, 26, 10, 7, 15, 10, 20]",125,125
87,7,"[30, 26, 10, 7, 15, 10, 20]",125,125
88,7,"[20, 11, 13, 33, 18, 9, 14]",125,125
89,7,"[20, 11, 13, 33, 18, 9, 14]",125,125
90,7,"[20, 11, 13, 33, 18, 9, 14]",125,125
91,7,"[31, 23, 6, 12, 9, 23, 14]",125,125
92,7,"[31, 23, 6, 12, 9, 23, 14]",125,125
93,7,"[31, 23, 6, 12, 9, 23, 14]",125,125
94,6,"[19, 18, 22, 13, 24, 23]",125,125
95,6,"[19, 18, 22, 13, 24, 23]",125,125
96,6,"[19, 18, 22, 13, 24, 23]",125,125
97,6,"[27, 20, 14, 27, 21, 10]",125,125
98,6,"[27, 20, 14, 27, 21, 10]",125,125
99,6,"[27, 20, 14, 27, 21, 10]",125,125
100,8,"[6, 18, 18, 9, 16, 21, 23, 6]",125,125
101,8,"[6, 18, 18, 9, 16, 21, 23, 6]",125,125
102,8,"[6, 18, 18, 9, 16, 21, 23, 6]",125,125
103,6,"[36, 13, 16, 23, 13, 18]",125,125
104,6,"[36, 13, 16, 23, 13, 18]",125,125
105,6,"[36, 13, 16, 23, 13, 18]",125,125
106,6,"[10, 21, 14, 41, 23, 10]",125,125
107,6,"[10, 21, 14, 41, 23, 10]",125,125
108,6,"[10, 21, 14, 41, 23, 10]",125,125
109,11,"[10, 16, 17, 4, 24, 17, 4, 11, 3, 3, 5]",125,125
110,11,"[10, 16, 17, 4, 24, 17, 4, 11, 3, 3, 5]",125,125
111,11,"[10, 16, 17, 4, 24, 17, 4, 11, 3, 3, 5]",125,125
112,5,"[23, 38, 38, 10, 11]",125,125
113,5,"[23, 38, 38, 10, 11]",125,125
114,5,"[23, 38, 38, 10, 11]",125,125
115,7,"[18, 14, 20, 24, 23, 13, 6]",125,125
116,7,"[18, 14, 20, 24, 23, 13, 6]",125,125
117,7,"[18, 14, 20, 24, 23, 13, 6]",125,125
118,5,"[35, 29, 31, 21, 4]",125,125
119,5,"[35, 29, 31, 21, 4]",125,125
120,5,"[35, 29, 31, 21, 4]",125,125
121,7,"[13, 10, 20, 43, 10, 15, 7]",125,125
122,7,"[13, 10, 20, 43, 10, 15, 7]",125,125
123,7,"[13, 10, 20, 43, 10, 15, 7]",125,125
124,6,"[18, 28, 25, 26, 14, 8]",125,125
125,6,"[18, 28, 25, 26, 14, 8]",125,125
126,6,"[18, 28, 25, 26, 14, 8]",125,125
127,7,"[19, 18, 11, 15, 27, 23, 5]",125,125
128,7,"[19, 18, 11, 15, 27, 23, 5]",125,125
129,7,"[19, 18, 11, 15, 27, 23, 5]",125,125
130,6,"[24, 30, 6, 30, 19, 10]",125,125
131,6,"[24, 30, 6, 30, 19, 10]",125,125
132,6,"[24, 30, 6, 30, 19, 10]",125,125
133,6,"[18, 14, 15, 21, 28, 23]",125,125
134,6,"[18, 14, 15, 21, 28, 23]",125,125
135,6,"[18, 14, 15, 21, 28, 23]",125,125
136,7,"[10, 28, 12, 17, 28, 10, 13]",125,125
137,7,"[10, 28, 12, 17, 28, 10, 13]",125,125
138,7,"[10, 28, 12, 17, 28, 10, 13]",125,125
139,8,"[16, 7, 23, 25, 15, 13, 16, 2]",125,125
140,8,"[16, 7, 23, 25, 15, 13, 16, 2]",125,125
141,8,"[16, 7, 23, 25, 15, 13, 16, 2]",125,125
142,5,"[26, 22, 24, 30, 18]",125,125
143,5,"[26, 22, 24, 30, 18]",125,125
144,5,"[26, 22, 24, 30, 18]",125,125
145,8,"[25, 16, 8, 27, 11, 14, 8, 8]",125,125
146,8,"[25, 16, 8, 27, 11, 14, 8, 8]",125,125
147,8,"[25, 16, 8, 27, 11, 14, 8, 8]",125,125
148,6,"[20, 7, 38, 15, 29, 10]",125,125
149,6,"[20, 7, 38, 15, 29, 10]",125,125
150,6,"[20, 7, 38, 15, 29, 10]",125,125
151,7,"[14, 30, 28, 19, 18, 4, 5]",125,125
152,7,"[14, 30, 28, 19, 18, 4, 5]",125,125
153,7,"[14, 30, 28, 19, 18, 4, 5]",125,125
154,6,"[28, 24, 11, 31, 16, 9]",125,125
155,6,"[28, 24, 11, 31, 16, 9]",125,125
156,6,"[28, 24, 11, 31, 16, 9]",125,125
157,5,"[18, 14, 20, 27, 41]",125,125
158,5,"[18, 14, 20, 27, 41]",125,125
159,5,"[18, 14, 20, 27, 41]",125,125
160,7,"[18, 26, 29, 11, 10, 16, 8]",125,125
161,7,"[18, 26, 29, 11, 10, 16, 8]",125,125
162,7,"[18, 26, 29, 11, 10, 16, 8]",125,125
163,7,"[7, 32, 18, 26, 24, 5, 6]",125,125
164,7,"[7, 32, 18, 26, 24, 5, 6]",125,125
165,7,"[7, 32, 18, 26, 24, 5, 6]",125,125
166,6,"[8, 25, 26, 27, 17, 16]",125,125
167,6,"[8, 25, 26, 27, 17, 16]",125,125
168,6,"[8, 25, 26, 27, 17, 16]",125,125
169,7,"[18, 26, 25, 27, 11, 9, 2]",125,125
170,7,"[18, 26, 25, 27, 11, 9, 2]",125,125
171,7,"[18, 26, 25, 27, 11, 9, 2]",125,125
172,7,"[5, 22, 29, 31, 11, 17, 3]",125,125
173,7,"[5, 22, 29, 31, 11, 17, 3]",125,125
174,7,"[5, 22, 29, 31, 11, 17, 3]",125,125
175,5,"[12, 27, 19, 37, 25]",125,125
176,5,"[12, 27, 19, 37, 25]",125,125
177,5,"[12, 27, 19, 37, 25]",125,125
178,9,"[16, 9, 7, 22, 11, 26, 12, 9, 4]",125,125
