98,68,0.007448939798275854,0.39,"['15.8', '15.9', '15.9', '15.8', '15.3']",12
83,100,6.369185041418977e-06,0.4,"['18.1', '18.0', '17.8', '17.7', '17.6', '17.6']",1,1,2,1,1,4,4,4
95,100,0.00014217718005103203,0.39,"['16.6', '16.6', '16.5', '16.1', '15.8', '15.8']",12,12,12,5
75,99,2.331976568237001e-06,0.9,"['17.2', '17.1', '16.9', '16.8', '16.7', '16.7']",12,9,1,1,2,1,4,4,4
