1,7,"[27, 21, 9, 12, 8, 18, 23]",125,125
2,6,"[20, 9, 24, 17, 23, 26]",125,125
3,6,"[40, 15, 14, 11, 24, 15]",125,125
4,5,"[20, 35, 29, 12, 24]",125,125
5,8,"[15, 18, 9, 17, 29, 6, 20, 3]",125,125
6,6,"[19, 31, 21, 16, 15, 17]",125,125
7,6,"[32, 15, 20, 27, 13, 12]",125,125
8,5,"[41, 24, 30, 17, 8]",125,125
9,6,"[14, 29, 18, 24, 23, 11]",125,125
10,9,"[22, 10, 15, 19, 13, 10, 10, 13, 4]",125,125
11,5,"[15, 37, 28, 26, 14]",125,125
12,5,"[26, 19, 35, 19, 21]",125,125
13,6,"[33, 19, 15, 12, 27, 13]",125,125
14,8,"[16, 12, 17, 21, 7, 10, 18, 16]",125,125
15,5,"[10, 30, 20, 25, 35]",125,125
16,5,"[33, 31, 33, 11, 12]",125,125
17,6,"[12, 30, 10, 28, 11, 28]",125,125
18,10,"[11, 15, 13, 15, 11, 7, 17, 15, 0, 11]",125,125
19,4,"[24, 44, 34, 19]",125,125
20,6,"[21, 14, 22, 19, 22, 21]",125,125
21,5,"[28, 19, 13, 40, 20]",125,125
22,7,"[19, 18, 10, 19, 21, 17, 14]",125,125
23,6,"[13, 37, 22, 19, 12, 16]",125,125
24,7,"[27, 26, 14, 17, 13, 10, 11]",125,125
25,7,"[23, 19, 19, 19, 9, 18, 11]",125,125
26,6,"[18, 17, 24, 6, 21, 33]",125,125
27,9,"[13, 10, 3, 12, 22, 17, 13, 17, 9]",125,125
28,6,"[16, 25, 19, 27, 18, 14]",125,125
29,9,"[20, 8, 10, 9, 2, 18, 15, 17, 17]",125,125
30,6,"[36, 33, 17, 8, 15, 10]",125,125
31,7,"[12, 19, 19, 17, 19, 21, 11]",125,125
32,5,"[22, 32, 24, 30, 12]",125,125
33,8,"[11, 21, 15, 11, 17, 13, 18, 11]",125,125
34,6,"[7, 17, 17, 28, 35, 15]",125,125
35,7,"[17, 18, 17, 29, 16, 12, 9]",125,125
36,6,"[21, 13, 15, 32, 18, 20]",125,125
37,5,"[17, 29, 16, 32, 26]",125,125
