1,7,"[15, 23, 15, 12, 26, 17, 10]"
2,8,"[18, 25, 6, 16, 6, 18, 5, 23]"
3,6,"[12, 17, 17, 34, 4, 35]"
4,5,"[16, 22, 27, 25, 29]"
5,6,"[7, 21, 20, 28, 30, 13]"
6,6,"[14, 18, 11, 16, 27, 31]"
7,6,"[8, 20, 16, 32, 11, 32]"
8,6,"[25, 13, 22, 25, 6, 27]"
9,6,"[13, 4, 27, 32, 11, 31]"
10,9,"[9, 11, 6, 20, 7, 26, 6, 11, 20]"
11,6,"[22, 22, 33, 6, 24, 12]"
12,7,"[17, 18, 18, 20, 24, 7, 14]"
13,9,"[13, 16, 12, 18, 13, 27, 8, 0, 9]"
14,7,"[11, 14, 23, 21, 31, 5, 13]"
15,6,"[21, 15, 17, 35, 15, 16]"
16,7,"[22, 9, 16, 17, 10, 30, 14]"
17,4,"[32, 52, 25, 12]"
18,5,"[27, 24, 10, 31, 28]"
19,7,"[18, 33, 22, 4, 6, 14, 20]"
20,7,"[11, 25, 35, 15, 7, 12, 13]"
21,7,"[30, 17, 21, 8, 14, 16, 12]"
22,6,"[23, 34, 6, 15, 21, 20]"
23,6,"[21, 31, 18, 13, 25, 11]"
24,6,"[31, 15, 5, 23, 21, 24]"
25,7,"[17, 25, 11, 17, 17, 18, 13]"
26,5,"[24, 16, 18, 46, 16]"
27,8,"[22, 23, 12, 5, 8, 20, 16, 11]"
28,7,"[14, 10, 6, 26, 26, 25, 11]"
29,8,"[10, 21, 5, 19, 23, 9, 19, 11]"
30,7,"[21, 19, 13, 19, 6, 10, 30]"
31,7,"[32, 24, 21, 6, 12, 12, 11]"
32,6,"[26, 4, 15, 19, 16, 39]"
33,7,"[27, 27, 7, 16, 18, 13, 10]"
34,7,"[14, 29, 18, 10, 6, 21, 19]"
35,7,"[16, 13, 10, 28, 15, 18, 18]"
36,8,"[13, 13, 25, 8, 6, 11, 16, 25]"
37,7,"[8, 32, 14, 18, 17, 20, 9]"
38,7,"[24, 4, 25, 12, 13, 35, 4]"
39,5,"[32, 13, 21, 27, 27]"
40,7,"[8, 6, 28, 17, 28, 22, 9]"
41,7,"[19, 8, 16, 24, 33, 6, 12]"
42,6,"[26, 15, 16, 26, 22, 14]"
43,6,"[4, 16, 36, 24, 20, 18]"
44,5,"[45, 19, 21, 20, 15]"
45,6,"[15, 20, 26, 15, 31, 12]"
46,5,"[31, 24, 29, 19, 17]"
47,9,"[22, 6, 18, 19, 5, 13, 14, 10, 9]"
48,4,"[27, 35, 15, 44]"
49,5,"[10, 46, 36, 14, 14]"
50,6,"[33, 27, 9, 14, 26, 10]"
51,5,"[21, 35, 38, 6, 20]"
52,5,"[37, 23, 13, 20, 27]"
53,6,"[10, 24, 25, 27, 14, 18]"
54,8,"[17, 8, 6, 26, 17, 6, 24, 13]"
55,8,"[16, 15, 19, 0, 17, 23, 10, 17]"
56,9,"[23, 7, 7, 27, 4, 7, 15, 15, 11]"
57,6,"[25, 30, 14, 17, 25, 8]"
58,7,"[5, 6, 33, 34, 5, 16, 18]"
59,6,"[15, 21, 7, 36, 21, 18]"
60,7,"[7, 8, 23, 28, 10, 28, 14]"
61,6,"[14, 32, 14, 8, 33, 18]"
62,6,"[30, 30, 7, 5, 12, 35]"
63,6,"[27, 9, 21, 19, 18, 25]"
64,7,"[16, 14, 12, 35, 20, 14, 7]"
65,6,"[16, 14, 25, 19, 27, 18]"
66,7,"[21, 15, 6, 23, 22, 13, 18]"
67,6,"[25, 28, 21, 11, 17, 17]"
68,6,"[22, 22, 21, 34, 10, 9]"
69,6,"[24, 15, 7, 28, 21, 24]"
70,8,"[12, 20, 14, 15, 18, 17, 10, 11]"
71,6,"[11, 32, 9, 33, 9, 25]"
72,7,"[3, 6, 5, 52, 18, 13, 21]"
