1,9,"[8, 11, 7, 9, 19, 25, 10, 9, 18]"
2,5,"[23, 20, 22, 21, 32]"
3,6,"[41, 19, 11, 16, 18, 12]"
4,7,"[13, 7, 13, 11, 27, 25, 21]"
5,7,"[21, 10, 15, 31, 16, 15, 9]"
6,6,"[17, 44, 21, 15, 10, 12]"
7,8,"[31, 12, 14, 8, 28, 13, 5, 6]"
8,5,"[29, 17, 28, 22, 23]"
9,6,"[13, 11, 18, 36, 25, 16]"
10,8,"[18, 11, 17, 19, 15, 16, 8, 13]"
11,6,"[41, 24, 12, 21, 9, 12]"
12,6,"[20, 22, 18, 21, 28, 10]"
13,8,"[13, 5, 7, 26, 22, 16, 10, 18]"
14,6,"[15, 24, 35, 24, 12, 9]"
15,7,"[13, 12, 15, 23, 17, 26, 12]"
16,7,"[9, 40, 23, 7, 21, 6, 12]"
17,8,"[14, 19, 17, 11, 16, 21, 10, 9]"
18,7,"[14, 24, 25, 8, 15, 15, 16]"
19,6,"[17, 27, 18, 20, 19, 18]"
20,4,"[31, 37, 18, 35]"
21,6,"[22, 31, 10, 18, 17, 21]"
22,8,"[25, 23, 13, 19, 13, 19, 5, 0]"
23,6,"[43, 17, 22, 12, 12, 13]"
24,6,"[16, 26, 41, 21, 5, 10]"
25,7,"[16, 23, 12, 12, 16, 25, 14]"
26,7,"[18, 17, 9, 8, 10, 18, 38]"
27,8,"[18, 14, 12, 15, 21, 14, 16, 7]"
28,5,"[33, 39, 14, 13, 21]"
29,5,"[26, 35, 21, 11, 27]"
30,7,"[16, 12, 13, 13, 40, 10, 14]"
31,7,"[20, 13, 25, 7, 19, 21, 13]"
32,5,"[39, 22, 20, 12, 27]"
33,7,"[21, 9, 9, 15, 38, 16, 9]"
34,7,"[12, 17, 36, 18, 13, 9, 13]"
35,6,"[40, 26, 25, 7, 11, 10]"
36,7,"[28, 15, 17, 6, 12, 20, 20]"
37,7,"[23, 22, 11, 19, 26, 7, 9]"
38,8,"[12, 6, 21, 16, 16, 16, 19, 11]"
39,6,"[13, 22, 20, 24, 19, 21]"
40,6,"[14, 11, 18, 16, 42, 18]"
