99.0,17.0,0.0002316246982714652,0.63,merge pkt ,ch to bs
96.0,96.0,0.002619607975295739,0.27,ch to bs
29.0,74.0,0.0036758598631108034,0.73,merge pkt 
27.0,72.0,0.0037533090075034374,0.67,ch send optimize
26.0,44.0,0.00011038263774532675,0.4,data cm to ch
72.0,23.0,0.2647825115745602,0.22,ch send optimize
5.0,40.0,0.20788312660244904,0.0,ch send optimize
40.0,54.0,9.372359529260939e-06,0.8,cch anno,cch anno,cch anno,cch anno,cch anno,cch anno,cch anno,cch anno,cch anno,cch recive each,cch anno,cch anno,cch anno,cch recive each,cch recive each,cch recive each,cch recive each,cch recive each,cch recive each
84.0,67.0,0.19120063845816596,0.16,ch send optimize
94.0,46.0,0.006208802712387799,0.27,ch to bs
99.0,11.0,0.004566143261657673,0.17,ch to bs
98.0,89.0,0.004646352136280374,0.57,ch to bs
7.0,49.0,0.002887955736386182,0.33,merge pkt 
96.0,98.0,0.009245148667958832,0.2,ch to bs
87.0,80.0,0.09154833771678486,0.49,ch send optimize
35.0,49.0,0.0020694265214886826,0.3,merge pkt 
41.0,34.0,0.0026970451695023366,0.8,merge pkt 
98.0,1.0,0.008323249244005933,0.24,ch to bs
26.0,51.0,4.460246621707995e-08,0.66,cch anno,cch anno,cch anno,cch anno,cch anno,cch anno,cch anno,cch anno,cch recive each,cch recive each,cch recive each,cch recive each
23.0,51.0,4.713500745436166e-05,0.3,merge pkt ,ch to bs
99.0,11.0,0.0036402678329841218,0.24,ch to bs
100.0,99.0,0.006170374326991535,0.32,ch to bs
86.0,53.0,0.04116811929974541,0.14,ch send optimize
38.0,43.0,2.6652150222754797e-07,0.54,cch recive each
36.0,53.0,8.392764485697357e-06,0.65,cch anno,cch anno,cch recive each,cch anno,cch anno,cch anno,cch anno,cch anno,cch anno,cch anno,cch anno,cch recive each,cch recive each,cch recive each,cch recive each,cch recive each,cch recive each
37.0,23.0,0.013121366313835476,0.51,ch send optimize
25.0,42.0,0.0001467497011145697,0.24,data cm to ch
36.0,77.0,0.15769735990885062,0.06,ch send optimize
6.0,60.0,0.0014383240250620403,0.22,ch send optimize
100.0,19.0,0.00875762481036771,0.13,ch to bs
36.0,49.0,5.971665839720436e-06,0.53,cch recive each,cch recive each,cch recive each,cch recive each,cch recive each
99.0,10.0,0.0056762465836709235,0.34,ch to bs
48.0,53.0,0.003573115665865284,0.38,merge pkt 
94.0,63.0,0.0791933825757578,0.0,ch send optimize
99.0,2.0,0.009831367231305076,0.26,ch to bs
97.0,91.0,0.00694622103767167,0.29,ch to bs
44.0,40.0,0.0008176915391573215,0.31,merge pkt 
97.0,86.0,0.008377044729979367,0.16,ch to bs
38.0,51.0,0.0009885956201284402,0.27,merge pkt 
99.0,72.0,0.0060360892440823365,0.24,ch to bs
100.0,3.0,0.005935950230348466,0.09,ch to bs
98.0,6.0,0.008095253331332541,0.39,ch to bs
26.0,48.0,9.661518258029476e-07,0.98,cch recive each
98.0,11.0,0.0035170791426132986,0.52,ch to bs
100.0,69.0,0.007768462843645963,0.29,ch to bs
30.0,45.0,0.0034035198278353058,0.57,merge pkt 
18.0,37.0,0.2076354121975116,0.02,ch recive 
42.0,50.0,8.006750387407822e-05,0.02,data cm to ch
87.0,10.0,2.20386066962742e-05,0.4,data cm to ch
34.0,31.0,0.002476063655413176,0.65,merge pkt 
