7.0,47.0,0.16715183704269373,0.34,ch send optimize
96.0,97.0,0.007310336793316846,0.38,ch to bs
99.0,73.0,0.007253716212329052,0.16,ch to bs
59.0,33.0,6.889264482809258e-07,0.54,cch recive each
83.0,99.0,8.47817294440984e-07,0.27,cch recive each,cch anno,cch recive each,cch recive each,cch recive each,cch recive each
56.0,33.0,0.03443979997940152,0.76,ch send optimize
99.0,6.0,0.006846031618638782,0.08,ch to bs
38.0,71.0,0.005128244556751589,0.4,merge pkt 
98.0,94.0,0.005570170024989176,0.11,ch to bs
100.0,57.0,0.0005431132353275247,0.22,merge pkt ,ch to bs
60.0,65.0,0.04366526884547429,0.15,ch recive out of energy 
51.0,65.0,0.0049502350074647735,0.11,merge pkt 
56.0,50.0,0.00016033798981958657,0.19,data cm to ch
32.0,45.0,7.71039478669882e-06,0.79,data cm to ch
99.0,95.0,0.006946957205285155,0.38,ch to bs
36.0,43.0,3.0779897973999606e-06,0.63,cch anno,cch anno,cch anno,cch anno,cch anno,cch anno,cch anno,cch recive each,cch recive each,cch recive each,cch recive each,cch recive each
99.0,5.0,1.0958846631326282e-05,0.27,data cm to ch
50.0,50.0,9.717821177194774e-07,0.43,cch recive each,cch recive each,cch recive each,cch recive each,cch recive each,cch recive each
35.0,33.0,0.0012627575744117278,0.51,merge pkt 
35.0,39.0,0.0027267106834843713,0.3,merge pkt 
75.0,58.0,0.04478147234906706,0.13,ch send optimize
33.0,50.0,0.0001725970074828601,0.39,data cm to ch
62.0,46.0,0.18418476929618358,0.27,ch send optimize
99.0,19.0,0.0038262399066360765,0.24,ch to bs
32.0,49.0,0.00020947207078643963,0.29,data cm to ch
8.0,67.0,0.0009228706730261018,0.31,merge pkt 
25.0,45.0,0.003157777458107303,0.26,merge pkt 
98.0,5.0,0.0029722552053311913,0.17,ch to bs
96.0,54.0,0.006704637860649004,0.24,ch to bs
92.0,4.0,0.006574912910940276,0.27,ch to bs
44.0,57.0,1.997215165047317e-06,0.21,cch recive each
41.0,27.0,8.199285730126116e-06,0.8,cch recive each,cch recive each,cch recive each
99.0,31.0,0.004098690715986556,0.27,ch send optimize
86.0,1.0,0.005276185528943561,0.21,ch to bs
16.0,55.0,0.0019031823947386148,0.45,merge pkt 
98.0,95.0,0.006949456028622917,0.28,ch to bs
75.0,40.0,0.004952095447728533,0.62,merge pkt 
92.0,97.0,0.006711801735639109,0.11,ch to bs
100.0,88.0,0.0023334122319814306,0.44,ch to bs
52.0,59.0,0.01671950913416947,0.16,ch send optimize
85.0,99.0,0.005211024451924731,0.32,ch to bs
35.0,63.0,0.0031344983137700684,0.55,merge pkt 
100.0,76.0,0.007270834902058193,0.2,ch to bs
38.0,55.0,0.00040643574683092275,0.35,ch recive out of energy 
95.0,0.0,0.0021903457996245703,0.31,ch to bs
100.0,78.0,0.00012686355166220882,0.14,data cm to ch
98.0,95.0,0.005234897230281443,0.39,ch to bs
29.0,40.0,2.9309264407473706e-06,0.57,cch recive each
36.0,54.0,9.602945813071912e-05,0.46,data cm to ch
99.0,32.0,0.00466429897432212,0.43,ch to bs
