A1,B1,C1,D1,E1,F1,G1,H1,I1,J1,K1,L1
4.72e-05,6e-05,7.315722533911426e-05,0.002970000000000007,0.001336554,0.0012100000000000025,5.170200000000001e-05,0.0014900000000000033,0.026731079999999997,0.024199999999999965,6.25e-07,0.035112913752000006
8.26e-05,0.00018,0.00012802514434344996,0.005179999999999957,0.0012713899999999998,0.0011800000000000024,8.4428e-05,0.0019500000000000045,0.025427800000000007,0.023599999999999968,6.25e-07,0.07741253322000001
8.26e-05,9e-05,0.00012802514434344996,0.0047299999999999755,0.0012856019999999996,0.0011800000000000024,8.3738e-05,0.0016400000000000037,0.025712039999999995,0.023599999999999968,6.25e-07,0.05826341996399999
8.26e-05,0.0001,0.00012802514434344996,0.005149999999999958,0.0012813100000000003,0.0011800000000000024,8.4386e-05,0.0018900000000000043,0.02562619999999999,0.023599999999999968,6.25e-07,0.06599123678800001
9.44e-05,0.00045000000000000053,0.00014631445067822852,0.005699999999999936,0.0012354679999999995,0.0011700000000000024,8.9102e-05,0.0013400000000000029,0.02470936000000001,0.02339999999999997,6.250000000000002e-07,0.086725212276
7.08e-05,0.00014000000000000001,0.00010973583800867139,0.004219999999999996,0.001300508,0.0011900000000000025,7.3186e-05,0.001760000000000004,0.026010160000000008,0.023799999999999967,6.25e-07,0.07944411644400001
4.72e-05,0.0002,7.315722533911426e-05,0.0031900000000000075,0.0013743900000000003,0.0012100000000000025,5.8632000000000004e-05,0.002230000000000005,0.027487800000000003,0.024199999999999965,6.25e-07,0.036660410872000004
5.9000000000000004e-05,0.00012,9.144653167389282e-05,0.003720000000000009,0.0013270760000000002,0.0012000000000000025,6.615000000000001e-05,0.0020800000000000046,0.026541520000000006,0.023999999999999966,6.25e-07,0.047494687044000006
5.9000000000000004e-05,0.00011,9.144653167389282e-05,0.0038600000000000093,0.001307814,0.0012000000000000025,6.231e-05,0.0015300000000000034,0.026156280000000007,0.023999999999999966,6.249999999999999e-07,0.054473809844000014
7.08e-05,0.00017,0.00010973583800867139,0.004689999999999977,0.0012870919999999999,0.0011900000000000025,7.1958e-05,0.0018500000000000042,0.02574184,0.023799999999999967,6.249999999999999e-07,0.052050200907999986
8.26e-05,0.00031000000000000016,0.00012802514434344996,0.00486999999999997,0.0012698499999999999,0.0011800000000000024,8.3588e-05,0.0016200000000000036,0.025396999999999996,0.023599999999999968,6.250000000000002e-07,0.047573211968000004
8.26e-05,0.00013000000000000002,0.00012802514434344996,0.004549999999999983,0.0013000579999999998,0.0011800000000000024,8.904000000000001e-05,0.0019400000000000044,0.026001159999999975,0.023599999999999968,6.249999999999999e-07,0.070863904952
7.08e-05,0.0002,0.00010973583800867139,0.004060000000000003,0.0013137679999999999,0.0011900000000000025,7.8798e-05,0.0021300000000000047,0.02627536,0.023799999999999967,6.25e-07,0.052870288332
7.08e-05,0.00015000000000000001,0.00010973583800867139,0.0045599999999999825,0.0013164120000000005,0.0011900000000000025,7.6314e-05,0.0020600000000000045,0.026328240000000003,0.023799999999999967,6.25e-07,0.038696044092000004
7.08e-05,8e-05,0.00010973583800867139,0.004349999999999991,0.001294526,0.0011900000000000025,7.6404e-05,0.0018800000000000043,0.025890519999999993,0.023799999999999967,6.249999999999999e-07,0.06006856664
5.9000000000000004e-05,0.00014000000000000001,9.144653167389282e-05,0.003910000000000009,0.0013481580000000003,0.0012000000000000025,6.559400000000001e-05,0.0021500000000000048,0.026963160000000003,0.023999999999999966,6.249999999999999e-07,0.022989630727999998
9.44e-05,0.00016,0.00014631445067822852,0.005719999999999935,0.0012393860000000005,0.0011700000000000024,9.3004e-05,0.0015900000000000035,0.02478772,0.02339999999999997,6.249999999999999e-07,0.085092070844
7.08e-05,0.00027000000000000006,0.00010973583800867139,0.004549999999999983,0.001307232,0.0011900000000000025,7.609600000000001e-05,0.002220000000000005,0.026144639999999997,0.023799999999999967,6.249999999999999e-07,0.03350473318799999
8.26e-05,0.00038000000000000035,0.00012802514434344996,0.004979999999999965,0.0012650280000000005,0.0011800000000000024,8.2544e-05,0.0016700000000000037,0.025300559999999993,0.023599999999999968,6.249999999999999e-07,0.076712798912
7.08e-05,0.00023,0.00010973583800867139,0.00485999999999997,0.0012863200000000005,0.0011900000000000025,7.078800000000001e-05,0.0016700000000000037,0.025726399999999996,0.023799999999999967,6.249999999999999e-07,0.037175068896
8.26e-05,0.00015000000000000001,0.00012802514434344996,0.004969999999999966,0.0012788559999999997,0.0011800000000000024,8.5754e-05,0.001810000000000004,0.02557711999999999,0.023599999999999968,6.249999999999999e-07,0.048106229648
5.9000000000000004e-05,6e-05,9.144653167389282e-05,0.0036100000000000086,0.0013758280000000002,0.0012000000000000025,7.4416e-05,0.0024500000000000056,0.027516560000000002,0.023999999999999966,6.25e-07,0.04068556331999999
9.44e-05,0.00025,0.00014631445067822852,0.005869999999999929,0.001240046,0.0011700000000000024,9.096000000000001e-05,0.0015200000000000033,0.024800920000000008,0.02339999999999997,6.250000000000002e-07,0.07863597730400002
5.9000000000000004e-05,0.00023,9.144653167389282e-05,0.0036300000000000087,0.0013423439999999997,0.0012000000000000025,6.473400000000001e-05,0.0017000000000000038,0.02684688,0.023999999999999966,6.25e-07,0.05812910330400001
5.9000000000000004e-05,2e-05,9.144653167389282e-05,0.0038900000000000093,0.0013122160000000008,0.0012000000000000025,6.1784e-05,0.0016100000000000036,0.02624432,0.023999999999999966,6.249999999999999e-07,0.05015760189599999
5.9000000000000004e-05,0.00025,9.144653167389282e-05,0.0038900000000000093,0.001310254,0.0012000000000000025,6.334799999999999e-05,0.001760000000000004,0.02620508,0.023999999999999966,6.25e-07,0.031890606967999995
4.72e-05,0.0001,7.315722533911426e-05,0.0028200000000000065,0.0013982199999999997,0.0012100000000000025,5.7624e-05,0.0018900000000000043,0.02796440000000001,0.024199999999999965,6.25e-07,0.04056958596000001
9.44e-05,0.00022,0.00014631445067822852,0.005959999999999925,0.001238366,0.0011700000000000024,8.981e-05,0.0014800000000000032,0.024767320000000002,0.02339999999999997,6.249999999999999e-07,0.08403563562
7.08e-05,0.00012,0.00010973583800867139,0.004719999999999976,0.001282416,0.0011900000000000025,7.2192e-05,0.0018800000000000043,0.02564832000000001,0.023799999999999967,6.25e-07,0.041708658892
4.72e-05,8e-05,7.315722533911426e-05,0.0027100000000000062,0.0013922060000000002,0.0012100000000000025,5.6678e-05,0.001750000000000004,0.027844120000000007,0.024199999999999965,6.25e-07,0.026084181728
5.9000000000000004e-05,8e-05,9.144653167389282e-05,0.003360000000000008,0.0013235140000000002,0.0012000000000000025,6.415e-05,0.0015600000000000034,0.026470279999999995,0.023999999999999966,6.249999999999999e-07,0.026992938348
5.9000000000000004e-05,0.00027000000000000006,9.144653167389282e-05,0.003690000000000009,0.0014054939999999995,0.0011700000000000024,7.948599999999999e-05,0.0031000000000000073,0.028709999999999996,0.023999999999999966,6.100000000000001e-07,0.038861779176000005
8.26e-05,0.00013000000000000002,0.00012802514434344996,0.0049999999999999645,0.0012732260000000008,0.0011800000000000024,8.386e-05,0.001770000000000004,0.025464519999999997,0.023599999999999968,6.25e-07,0.06375566064
8.26e-05,0.00022,0.00012802514434344996,0.004969999999999966,0.0012525840000000002,0.0011800000000000024,8.0728e-05,0.001390000000000003,0.025051680000000003,0.023599999999999968,6.250000000000002e-07,0.059686962552
9.44e-05,0.00042000000000000045,0.00014631445067822852,0.005549999999999942,0.0012691640000000004,0.0011700000000000024,9.603e-05,0.0018300000000000041,0.025383280000000005,0.02339999999999997,6.249999999999999e-07,0.075496725656
5.9000000000000004e-05,8e-05,9.144653167389282e-05,0.004050000000000003,0.001362190000000001,0.0012000000000000025,7.0202e-05,0.002600000000000006,0.027243799999999995,0.023999999999999966,6.249999999999999e-07,0.036178879424000006
8.26e-05,0.00021,0.00012802514434344996,0.005189999999999957,0.0012495980000000004,0.0011800000000000024,8.012400000000001e-05,0.0014700000000000032,0.024991960000000004,0.023599999999999968,6.25e-07,0.07170479783599999
5.9000000000000004e-05,9e-05,9.144653167389282e-05,0.003460000000000008,0.0013430299999999996,0.0012000000000000025,6.728200000000001e-05,0.0019000000000000043,0.02686060000000001,0.023999999999999966,6.249999999999999e-07,0.03929684476800001
9.44e-05,0.0003600000000000003,0.00014631445067822852,0.005469999999999945,0.001241422,0.0011700000000000024,9.2402e-05,0.0016600000000000037,0.024828439999999986,0.02339999999999997,6.249999999999999e-07,0.07250188169999999
7.08e-05,0.00012,0.00010973583800867139,0.004269999999999994,0.0012760999999999998,0.0011900000000000025,7.071e-05,0.0014900000000000033,0.025521999999999993,0.023799999999999967,6.249999999999999e-07,0.07660384831200001
4.72e-05,0.00014000000000000001,7.315722533911426e-05,0.003320000000000008,0.0013382960000000005,0.0012100000000000025,5.4000000000000005e-05,0.0019500000000000045,0.02676592,0.024199999999999965,6.249999999999999e-07,0.0313977009
4.72e-05,0.00017,7.315722533911426e-05,0.0031600000000000074,0.0014056180000000004,0.0012100000000000025,5.679200000000001e-05,0.0021200000000000047,0.028112360000000003,0.024199999999999965,6.25e-07,0.028619594088000008
7.08e-05,8e-05,0.00010973583800867139,0.0041899999999999975,0.0013255999999999993,0.0011900000000000025,7.5604e-05,0.0020000000000000044,0.026512000000000008,0.023799999999999967,6.25e-07,0.039049831291999994
4.72e-05,0.00023,7.315722533911426e-05,0.0036100000000000086,0.0013656220000000001,0.0012100000000000025,5.6702e-05,0.002260000000000005,0.027312440000000007,0.024199999999999965,6.25e-07,0.021309487388000002
5.9000000000000004e-05,0.00034000000000000024,9.144653167389282e-05,0.0039200000000000085,0.0013443000000000003,0.0012000000000000025,6.5634e-05,0.002190000000000005,0.026885999999999976,0.023999999999999966,6.25e-07,0.04713826063600001
