86.0,98.0,0.004026711149322402,0.8,0.0,8
100.0,97.0,0.008762260327657173,0.8,0.0,8
98.0,5.0,0.004080155293321474,0.8,0.0,8
98.0,100.0,5.58948532181346e-06,0.8,0.0,1,1,2,1,1,1,1,1,2,1,1,4,4
96.0,3.0,0.007637709149321979,0.8,0.0,8
90.0,81.0,0.04230868674266151,0.8,0.0,6
100.0,9.0,0.008793978087656458,0.8,0.0,8
100.0,52.0,0.00540977889898764,0.8,0.0,8
96.0,97.0,0.00785969816199237,0.8,0.0,8
98.0,100.0,0.0067549764933217266,0.8,0.0,8
96.0,9.0,0.0060604548236566,0.8,0.0,8
91.0,100.0,0.006606870813321673,0.8,0.0,8
89.0,1.0,0.006989415506987445,0.8,0.0,8
100.0,98.0,0.0036499126476563174,0.8,0.0,8
94.0,1.0,0.007666997223656671,0.8,0.0,8
90.0,1.0,0.00010928196532177252,0.8,0.0,5
92.0,99.0,0.0073821891493218925,0.8,0.0,8
100.0,72.0,0.00015317604532187425,0.8,0.0,5
98.0,56.0,0.004070374855656574,0.8,0.0,8
99.0,4.0,0.005047724263657057,0.8,0.0,8
