1,9,"[3, 17, 9, 7, 11, 12, 12, 20, 24]"
2,9,"[3, 8, 10, 14, 9, 18, 16, 16, 22]"
3,9,"[19, 22, 12, 7, 16, 14, 0, 18, 8]"
4,9,"[9, 2, 13, 22, 17, 17, 13, 3, 20]"
5,9,"[18, 9, 14, 19, 13, 18, 23, 2, 0]"
6,8,"[16, 15, 6, 19, 13, 24, 10, 14]"
7,9,"[15, 5, 10, 11, 18, 8, 12, 16, 21]"
8,8,"[18, 22, 25, 10, 11, 18, 5, 7]"
9,8,"[20, 21, 17, 19, 20, 7, 8, 5]"
10,8,"[17, 25, 24, 7, 10, 4, 20, 10]"
11,9,"[25, 12, 12, 17, 13, 9, 19, 7, 2]"
12,8,"[12, 17, 16, 16, 13, 22, 14, 7]"
13,7,"[21, 17, 23, 33, 11, 13, 0]"
14,6,"[28, 22, 18, 16, 25, 10]"
15,6,"[12, 26, 22, 27, 16, 16]"
16,8,"[27, 19, 15, 22, 8, 14, 9, 3]"
17,7,"[30, 15, 20, 18, 8, 23, 4]"
18,8,"[17, 15, 28, 7, 19, 15, 11, 5]"
19,6,"[29, 31, 10, 17, 15, 17]"
20,8,"[21, 18, 26, 4, 8, 16, 10, 14]"
21,7,"[17, 24, 28, 11, 12, 15, 11]"
22,7,"[23, 21, 22, 17, 12, 16, 6]"
23,9,"[21, 13, 20, 13, 8, 15, 16, 10, 0]"
24,8,"[32, 7, 13, 17, 25, 16, 7, 0]"
25,7,"[30, 9, 6, 21, 18, 17, 16]"
26,8,"[26, 18, 9, 10, 21, 12, 14, 7]"
27,8,"[26, 8, 17, 15, 10, 9, 20, 12]"
28,8,"[13, 18, 13, 12, 11, 18, 17, 15]"
29,7,"[10, 20, 22, 23, 10, 21, 11]"
30,8,"[19, 12, 20, 22, 16, 11, 15, 2]"
31,8,"[27, 14, 9, 11, 17, 8, 17, 14]"
32,8,"[17, 19, 10, 15, 6, 18, 16, 15]"
33,7,"[17, 25, 21, 10, 12, 22, 10]"
34,6,"[35, 23, 13, 13, 18, 16]"
35,6,"[22, 21, 28, 20, 18, 9]"
36,6,"[28, 23, 27, 12, 18, 10]"
37,7,"[24, 20, 26, 15, 23, 4, 6]"
38,7,"[10, 11, 30, 22, 16, 17, 12]"
39,8,"[23, 28, 11, 12, 17, 17, 6, 3]"
40,8,"[26, 4, 26, 8, 10, 20, 17, 5]"
41,8,"[18, 25, 21, 16, 8, 18, 11, 0]"
42,7,"[12, 9, 8, 15, 33, 22, 18]"
43,5,"[29, 23, 30, 27, 11]"
44,5,"[27, 27, 27, 22, 17]"
45,8,"[16, 22, 18, 12, 8, 21, 0, 19]"
46,7,"[21, 27, 12, 10, 29, 16, 2]"
47,7,"[25, 9, 17, 16, 25, 15, 11]"
48,8,"[13, 11, 21, 15, 16, 20, 7, 14]"
49,8,"[19, 26, 15, 8, 17, 14, 12, 6]"
50,7,"[32, 12, 21, 10, 19, 6, 18]"
51,6,"[29, 9, 22, 13, 24, 21]"
52,8,"[15, 18, 21, 19, 12, 14, 14, 4]"
53,8,"[14, 38, 6, 9, 17, 14, 13, 5]"
54,9,"[23, 16, 15, 8, 9, 14, 19, 2, 9]"
55,8,"[18, 10, 13, 17, 19, 14, 11, 15]"
56,9,"[16, 8, 29, 8, 12, 9, 19, 11, 4]"
1,11,"[5, 2, 6, 7, 11, 18, 12, 6, 12, 20, 15]"
2,9,"[7, 7, 19, 11, 13, 10, 22, 11, 15]"
3,8,"[11, 10, 20, 18, 14, 19, 19, 6]"
4,9,"[16, 13, 15, 15, 11, 7, 16, 13, 10]"
5,6,"[15, 33, 14, 16, 27, 14]"
6,8,"[5, 10, 14, 17, 14, 16, 23, 18]"
7,7,"[5, 18, 24, 15, 18, 26, 12]"
8,8,"[20, 17, 23, 20, 4, 12, 3, 18]"
9,7,"[5, 19, 14, 15, 28, 17, 20]"
10,5,"[13, 17, 26, 29, 35]"
11,9,"[19, 18, 14, 14, 12, 10, 18, 4, 7]"
12,9,"[13, 8, 14, 21, 15, 12, 16, 5, 12]"
13,7,"[22, 12, 19, 31, 25, 5, 4]"
14,8,"[22, 20, 17, 21, 15, 8, 8, 6]"
15,7,"[23, 19, 22, 15, 20, 5, 14]"
16,8,"[15, 18, 17, 21, 17, 2, 19, 8]"
17,7,"[23, 23, 34, 8, 16, 7, 7]"
18,8,"[19, 10, 22, 26, 15, 8, 12, 5]"
19,9,"[18, 10, 11, 11, 10, 15, 19, 17, 5]"
20,8,"[23, 14, 15, 16, 22, 11, 9, 7]"
21,7,"[31, 16, 18, 20, 7, 8, 18]"
22,8,"[23, 33, 14, 8, 14, 11, 9, 5]"
23,6,"[35, 23, 18, 4, 21, 18]"
24,9,"[21, 7, 10, 17, 20, 10, 14, 12, 5]"
25,7,"[20, 19, 32, 11, 17, 7, 12]"
26,7,"[24, 19, 14, 19, 5, 20, 17]"
27,8,"[23, 15, 22, 17, 12, 4, 16, 7]"
28,8,"[11, 13, 20, 13, 18, 16, 17, 9]"
29,7,"[24, 18, 19, 22, 2, 22, 11]"
30,8,"[10, 14, 15, 18, 3, 24, 19, 13]"
31,9,"[17, 6, 18, 20, 5, 14, 18, 12, 5]"
32,6,"[21, 18, 32, 15, 19, 14]"
33,8,"[19, 19, 23, 13, 18, 2, 15, 8]"
34,8,"[15, 22, 20, 14, 15, 11, 14, 6]"
35,6,"[21, 20, 29, 22, 17, 9]"
36,10,"[13, 9, 18, 19, 9, 1, 17, 10, 10, 9]"
37,8,"[23, 15, 19, 13, 4, 22, 10, 11]"
38,8,"[14, 17, 9, 20, 23, 11, 10, 13]"
39,6,"[21, 12, 11, 38, 20, 16]"
40,8,"[18, 6, 17, 19, 17, 8, 16, 16]"
41,6,"[19, 20, 24, 20, 26, 9]"
42,8,"[28, 20, 11, 6, 10, 18, 7, 16]"
43,7,"[22, 18, 18, 16, 19, 18, 7]"
44,6,"[23, 26, 12, 26, 25, 7]"
45,5,"[24, 24, 20, 29, 23]"
46,7,"[15, 22, 7, 27, 18, 12, 16]"
47,7,"[19, 20, 14, 6, 11, 33, 14]"
48,8,"[16, 23, 12, 22, 6, 17, 13, 8]"
49,7,"[14, 14, 15, 35, 14, 16, 10]"
50,7,"[12, 8, 22, 26, 15, 21, 13]"
51,7,"[14, 25, 32, 8, 9, 21, 9]"
52,6,"[19, 18, 15, 14, 24, 29]"
53,7,"[23, 22, 21, 18, 15, 7, 12]"
54,8,"[17, 17, 14, 19, 12, 19, 11, 7]"
