1,ch,"[0.0, 91.0]",2.997890188693665,0.11
1,ch,"[3.0, 19.0]",2.9962070606936644,0.11
1,ch,"[38.0, 36.0]",2.990359681493664,0.11
1,ch,"[38.0, 75.0]",2.9925164043216643,0.09
1,ch,"[72.0, 2.0]",2.9810153108056645,0.11
1,ch,"[87.0, 71.0]",2.973608279493664,0.11
 
2,ch,"[24.0, 93.0]",2.9943215326936636,0.1
2,ch,"[32.0, 20.0]",2.986981279141663,0.12
2,ch,"[74.0, 51.0]",2.9795960699856634,0.12
2,ch,"[84.0, 82.0]",2.977190691893665,0.1
 
3,ch,"[8.0, 21.0]",2.996504306693664,0.13
3,ch,"[10.0, 68.0]",2.9929281306936644,0.13
3,ch,"[29.0, 9.0]",2.9904346423256634,0.13
3,ch,"[90.0, 58.0]",2.971506944101663,0.13
3,ch,"[99.0, 88.0]",2.966573895393664,0.11
 
4,ch,"[7.0, 43.0]",2.9953705906936636,0.14
4,ch,"[16.0, 73.0]",2.994089842693664,0.12
4,ch,"[44.0, 24.0]",2.988109331205663,0.14
4,ch,"[85.0, 45.0]",2.9754641566936635,0.14
4,ch,"[85.0, 89.0]",2.9739966498616632,0.12
4,ch,"[91.0, 98.0]",2.9731255349936645,0.1
 
5,ch,"[16.0, 67.0]",2.9910327006936623,0.13
5,ch,"[43.0, 10.0]",2.9873286586416627,0.15
5,ch,"[72.0, 88.0]",2.978666658325663,0.13
5,ch,"[82.0, 6.0]",2.977545781493664,0.13
5,ch,"[97.0, 38.0]",2.9696149662256626,0.15
 
6,ch,"[7.0, 47.0]",2.9866532806936616,0.16
6,ch,"[86.0, 29.0]",2.970857274305662,0.16
6,ch,"[90.0, 90.0]",2.9698178366936623,0.14
 
7,ch,"[7.0, 43.0]",2.991328295387328,0.17
7,ch,"[20.0, 7.0]",2.992274566693662,0.17
7,ch,"[22.0, 99.0]",2.993788292993664,0.15
7,ch,"[39.0, 74.0]",2.988981220225663,0.15
7,ch,"[83.0, 91.0]",2.9748365458936634,0.13
7,ch,"[99.0, 47.0]",2.966415829493662,0.17
 
8,ch,"[16.0, 37.0]",2.9887483966936617,0.18
8,ch,"[55.0, 1.0]",2.9851995099416633,0.16
8,ch,"[72.0, 88.0]",2.957688658651326,0.14
8,ch,"[78.0, 52.0]",2.9783734604056615,0.18
8,ch,"[89.0, 11.0]",2.9736706005656632,0.14
 
9,ch,"[7.0, 0.0]",2.995762494693664,0.17
9,ch,"[31.0, 53.0]",2.9895529926936595,0.19
9,ch,"[40.0, 24.0]",2.9861279815416615,0.19
9,ch,"[71.0, 78.0]",2.976113942193661,0.15
 
10,ch,"[4.0, 37.0]",2.9918904466936618,0.2
10,ch,"[28.0, 62.0]",2.9900064406936604,0.18
10,ch,"[76.0, 89.0]",2.9759725150256617,0.16
10,ch,"[92.0, 25.0]",2.9671300096016613,0.18
 
11,ch,"[0.0, 44.0]",2.9951474566936622,0.19
11,ch,"[0.0, 93.0]",2.9949753966936634,0.19
11,ch,"[12.0, 38.0]",2.9928033526936617,0.21
11,ch,"[24.0, 7.0]",2.9934958586936613,0.17
11,ch,"[72.0, 5.0]",2.9788113040816624,0.15
11,ch,"[73.0, 96.0]",2.976624743393661,0.17
11,ch,"[85.0, 55.0]",2.9735350586936597,0.21
 
12,ch,"[6.0, 78.0]",2.993787032693662,0.2
12,ch,"[36.0, 38.0]",2.9867534526936605,0.22
12,ch,"[53.0, 85.0]",2.9833347597816604,0.2
12,ch,"[84.0, 42.0]",2.9723980458936605,0.22
 
13,ch,"[6.0, 65.0]",2.9906524786936597,0.21
13,ch,"[25.0, 14.0]",2.99100496869366,0.21
13,ch,"[70.0, 70.0]",2.9762031966936586,0.19
