1,6,"[8, 16, 29, 17, 16, 33]",125,125
2,4,"[23, 45, 36, 17]",125,125
3,5,"[12, 29, 26, 36, 17]",125,125
4,6,"[16, 22, 29, 29, 22, 1]",125,125
5,5,"[35, 28, 29, 7, 21]",125,125
6,3,"[55, 42, 25]",125,125
7,6,"[15, 26, 6, 25, 18, 29]",125,125
8,5,"[42, 15, 30, 26, 7]",125,125
9,4,"[7, 36, 35, 43]",125,125
10,4,"[25, 33, 27, 36]",125,125
11,7,"[8, 8, 19, 15, 15, 24, 29]",125,125
12,4,"[13, 45, 28, 35]",125,125
13,4,"[27, 24, 41, 29]",125,125
14,4,"[11, 50, 24, 36]",125,125
15,6,"[6, 29, 26, 20, 31, 7]",125,125
16,6,"[4, 26, 9, 20, 28, 32]",125,125
17,6,"[16, 26, 31, 8, 18, 20]",125,125
18,5,"[10, 28, 43, 16, 23]",125,125
19,6,"[15, 10, 22, 20, 25, 27]",125,125
20,5,"[5, 37, 16, 28, 34]",125,125
21,5,"[6, 13, 33, 30, 38]",125,125
22,6,"[9, 9, 32, 17, 41, 11]",125,125
23,5,"[11, 14, 30, 21, 44]",125,125
24,6,"[9, 8, 15, 23, 20, 44]",125,125
25,5,"[8, 26, 28, 33, 25]",125,125
26,6,"[12, 7, 14, 22, 21, 43]",125,125
27,5,"[12, 18, 9, 46, 35]",125,125
28,5,"[15, 6, 29, 29, 41]",125,125
29,4,"[31, 7, 33, 50]",125,125
30,5,"[8, 23, 23, 50, 16]",125,125
31,4,"[13, 11, 49, 46]",125,123
32,5,"[6, 28, 25, 24, 37]",125,125
33,5,"[19, 9, 4, 37, 48]",125,122
34,6,"[9, 14, 9, 18, 24, 45]",125,125
35,6,"[11, 18, 22, 37, 20, 11]",125,125
36,7,"[5, 7, 5, 8, 8, 25, 60]",125,125
37,6,"[14, 6, 17, 37, 9, 36]",125,125
38,3,"[40, 31, 42]",125,116
39,4,"[15, 10, 49, 41]",125,119
40,4,"[9, 28, 24, 58]",125,123
41,6,"[3, 12, 8, 15, 30, 51]",125,125
42,4,"[11, 12, 22, 74]",125,123
43,5,"[6, 13, 31, 38, 32]",125,125
44,5,"[7, 8, 23, 31, 51]",125,125
45,7,"[3, 16, 6, 13, 21, 16, 43]",125,125
46,6,"[7, 10, 10, 10, 39, 43]",125,125
47,5,"[7, 8, 11, 64, 30]",125,125
48,5,"[6, 14, 7, 21, 67]",125,120
49,6,"[11, 15, 13, 30, 29, 21]",125,125
50,5,"[12, 23, 15, 49, 21]",125,125
51,6,"[9, 5, 19, 19, 57, 10]",125,125
52,5,"[7, 14, 37, 22, 40]",125,125
53,5,"[18, 11, 26, 41, 24]",125,125
54,5,"[9, 6, 16, 51, 38]",125,125
55,6,"[9, 28, 18, 22, 33, 9]",125,125
56,5,"[19, 21, 32, 27, 21]",125,125
57,6,"[9, 12, 4, 21, 24, 48]",125,124
58,5,"[11, 11, 30, 47, 21]",125,125
59,6,"[4, 10, 7, 11, 35, 52]",125,125
60,5,"[13, 6, 20, 41, 40]",125,125
61,6,"[9, 17, 21, 43, 9, 20]",125,125
62,7,"[8, 9, 7, 19, 16, 32, 27]",125,125
63,4,"[6, 21, 31, 63]",125,125
64,5,"[5, 18, 25, 43, 29]",125,125
65,7,"[8, 4, 18, 16, 16, 40, 16]",125,125
66,5,"[10, 19, 22, 28, 41]",125,125
67,7,"[3, 9, 12, 9, 21, 25, 39]",125,125
68,6,"[7, 8, 18, 25, 33, 28]",125,125
69,6,"[3, 8, 22, 7, 34, 45]",125,125
70,6,"[10, 12, 20, 16, 25, 36]",125,125
71,7,"[10, 7, 9, 29, 26, 22, 15]",125,125
72,6,"[7, 24, 4, 17, 40, 27]",125,125
73,6,"[4, 10, 19, 17, 33, 36]",125,125
74,5,"[9, 33, 5, 34, 39]",125,125
75,5,"[4, 23, 20, 21, 51]",125,124
76,5,"[5, 28, 19, 24, 43]",125,124
77,5,"[6, 14, 18, 42, 40]",125,125
78,6,"[5, 13, 6, 18, 33, 44]",125,125
79,5,"[10, 8, 38, 16, 47]",125,124
80,7,"[5, 4, 16, 12, 25, 34, 22]",125,125
81,6,"[5, 14, 5, 19, 36, 40]",125,125
82,5,"[5, 2, 18, 20, 65]",125,115
83,5,"[13, 11, 12, 50, 34]",125,125
84,5,"[13, 5, 18, 37, 46]",125,124
85,4,"[8, 21, 23, 63]",125,119
86,7,"[6, 7, 22, 11, 10, 14, 48]",125,125
87,6,"[15, 5, 10, 14, 24, 51]",125,125
88,8,"[6, 10, 3, 6, 15, 26, 32, 19]",125,125
89,8,"[5, 2, 6, 12, 10, 8, 46, 28]",125,125
90,5,"[6, 12, 9, 61, 30]",125,123
91,6,"[11, 4, 10, 25, 23, 46]",125,125
92,4,"[28, 6, 43, 44]",125,125
93,6,"[8, 23, 23, 30, 7, 28]",125,125
94,4,"[15, 29, 56, 21]",125,125
95,5,"[4, 12, 6, 18, 80]",125,125
96,5,"[9, 7, 11, 18, 73]",125,123
97,4,"[3, 38, 12, 54]",125,111
98,4,"[14, 10, 27, 65]",125,120
99,5,"[18, 9, 28, 41, 20]",125,121
100,5,"[12, 20, 4, 31, 53]",125,125
101,5,"[15, 8, 18, 41, 38]",125,125
102,6,"[4, 16, 10, 44, 25, 20]",125,125
103,6,"[10, 7, 12, 29, 22, 39]",125,125
104,8,"[4, 2, 23, 13, 5, 32, 26, 12]",125,125
105,6,"[12, 25, 21, 25, 28, 8]",125,125
106,5,"[4, 14, 22, 19, 61]",125,125
107,6,"[10, 15, 4, 22, 30, 38]",125,125
108,6,"[3, 2, 24, 7, 34, 49]",125,125
109,4,"[21, 29, 17, 45]",125,116
110,5,"[13, 9, 28, 18, 52]",125,125
111,5,"[10, 16, 31, 28, 35]",125,125
112,6,"[6, 17, 14, 29, 32, 21]",125,125
113,6,"[10, 18, 22, 17, 40, 12]",125,125
114,5,"[18, 1, 9, 25, 55]",125,113
115,5,"[12, 7, 29, 6, 59]",125,118
116,5,"[5, 16, 19, 39, 41]",125,125
117,5,"[15, 5, 27, 25, 48]",125,125
118,6,"[17, 6, 15, 12, 26, 43]",125,125
119,7,"[5, 9, 4, 19, 22, 25, 34]",125,125
120,6,"[3, 6, 10, 18, 47, 32]",125,122
121,6,"[5, 6, 10, 17, 25, 51]",125,120
122,5,"[13, 7, 10, 43, 41]",125,119
123,5,"[6, 16, 36, 23, 39]",125,125
124,5,"[9, 21, 8, 20, 57]",125,120
125,5,"[4, 14, 18, 37, 43]",125,121
126,6,"[1, 11, 18, 11, 38, 31]",125,116
127,5,"[11, 22, 17, 5, 53]",125,113
128,4,"[21, 29, 11, 50]",125,115
129,5,"[4, 9, 31, 24, 51]",125,124
130,7,"[10, 21, 3, 16, 4, 9, 50]",125,120
131,5,"[15, 6, 27, 12, 55]",125,120
132,5,"[17, 8, 18, 11, 60]",125,119
133,3,"[19, 6, 91]",125,119
134,4,"[10, 27, 25, 59]",125,125
135,8,"[3, 6, 5, 6, 19, 22, 21, 35]",125,125
136,6,"[6, 15, 18, 11, 14, 55]",125,125
137,6,"[8, 15, 9, 30, 29, 28]",125,125
138,6,"[6, 4, 33, 32, 28, 16]",125,125
139,7,"[6, 14, 10, 9, 26, 20, 33]",125,125
140,5,"[17, 15, 30, 40, 18]",125,125
141,6,"[9, 15, 8, 30, 34, 23]",125,125
142,5,"[7, 30, 21, 37, 25]",125,125
143,6,"[6, 15, 20, 26, 24, 28]",125,125
144,7,"[3, 10, 22, 2, 18, 22, 37]",125,121
145,8,"[10, 9, 5, 1, 29, 32, 21, 10]",125,125
146,7,"[2, 3, 11, 12, 4, 32, 52]",125,123
147,7,"[3, 5, 8, 16, 15, 19, 52]",125,125
148,5,"[3, 27, 24, 6, 46]",125,111
149,5,"[10, 15, 11, 29, 55]",125,125
150,4,"[3, 30, 28, 58]",125,123
151,5,"[12, 19, 23, 21, 45]",125,125
152,8,"[4, 10, 9, 19, 8, 10, 25, 32]",125,125
153,7,"[14, 8, 6, 16, 12, 43, 19]",125,125
154,5,"[3, 35, 28, 36, 18]",125,125
155,5,"[11, 5, 2, 39, 57]",125,119
156,6,"[2, 3, 11, 18, 40, 44]",125,124
157,5,"[3, 22, 6, 26, 52]",125,114
158,5,"[5, 7, 27, 37, 42]",125,123
159,5,"[5, 15, 6, 37, 54]",125,122
160,5,"[4, 6, 9, 26, 65]",125,115
161,4,"[9, 28, 29, 49]",125,119
162,4,"[9, 19, 23, 41]",125,96
163,6,"[3, 15, 12, 19, 34, 36]",125,125
164,5,"[19, 12, 13, 18, 48]",125,115
165,6,"[7, 13, 5, 17, 43, 34]",125,125
166,5,"[15, 9, 10, 42, 38]",125,119
167,5,"[14, 10, 8, 44, 41]",125,122
168,5,"[3, 14, 9, 44, 46]",125,121
169,5,"[4, 8, 38, 11, 50]",125,116
170,5,"[8, 19, 24, 13, 48]",125,117
171,6,"[4, 10, 22, 9, 44, 30]",125,125
172,4,"[12, 28, 56, 25]",125,125
173,5,"[9, 8, 27, 33, 43]",125,125
174,3,"[50, 11, 43]",125,107
175,7,"[1, 13, 18, 8, 19, 30, 29]",125,125
176,7,"[3, 11, 8, 5, 4, 55, 32]",125,125
177,6,"[7, 13, 8, 13, 52, 26]",125,125
178,7,"[8, 5, 20, 29, 7, 18, 27]",125,121
179,5,"[3, 10, 33, 42, 32]",125,125
180,8,"[2, 2, 4, 9, 11, 19, 23, 47]",125,125
181,7,"[2, 3, 7, 19, 16, 25, 46]",125,125
182,5,"[4, 10, 18, 29, 59]",125,125
183,7,"[7, 6, 8, 13, 15, 20, 49]",125,125
184,8,"[1, 2, 4, 8, 13, 14, 29, 46]",125,125
185,5,"[3, 18, 11, 15, 73]",125,125
186,7,"[4, 3, 7, 16, 14, 12, 62]",125,125
187,6,"[3, 7, 8, 14, 36, 44]",125,118
188,4,"[20, 15, 10, 63]",125,112
189,5,"[3, 21, 31, 13, 43]",125,116
190,6,"[3, 6, 8, 15, 51, 35]",125,124
191,7,"[2, 5, 6, 5, 42, 7, 41]",125,115
192,6,"[6, 10, 4, 7, 31, 61]",125,125
193,4,"[6, 21, 25, 57]",125,113
194,4,"[4, 27, 24, 64]",125,123
195,7,"[2, 2, 1, 11, 16, 23, 52]",125,114
196,6,"[19, 7, 5, 16, 45, 27]",125,125
197,6,"[14, 10, 5, 16, 28, 46]",125,125
198,3,"[19, 48, 48]",125,118
199,5,"[32, 12, 3, 4, 62]",125,118
200,6,"[6, 17, 10, 23, 41, 22]",125,125
201,6,"[21, 10, 0, 2, 38, 22]",125,99
202,6,"[8, 5, 11, 27, 27, 41]",125,125
203,6,"[7, 3, 10, 25, 29, 45]",125,125
204,5,"[8, 9, 27, 27, 48]",125,124
205,5,"[24, 14, 3, 22, 57]",125,125
206,4,"[4, 26, 28, 62]",125,124
207,6,"[5, 5, 11, 31, 47, 20]",125,125
208,4,"[12, 30, 36, 43]",125,125
209,7,"[8, 7, 6, 9, 25, 23, 40]",125,125
210,7,"[5, 5, 11, 14, 7, 22, 54]",125,125
211,5,"[8, 10, 9, 34, 59]",125,125
212,7,"[6, 10, 4, 5, 12, 33, 48]",125,125
213,6,"[2, 2, 16, 40, 28, 29]",125,123
214,7,"[11, 7, 18, 25, 14, 21, 22]",125,125
215,4,"[6, 9, 28, 72]",125,119
216,5,"[4, 11, 15, 27, 58]",125,120
217,4,"[11, 14, 68, 26]",125,123
218,5,"[4, 18, 14, 56, 26]",125,123
219,6,"[4, 13, 16, 30, 24, 32]",125,125
220,9,"[3, 6, 9, 5, 23, 18, 23, 17, 12]",125,125
221,5,"[5, 15, 28, 23, 49]",125,125
222,7,"[4, 5, 2, 10, 10, 12, 70]",125,120
223,4,"[14, 6, 12, 87]",125,123
224,5,"[6, 6, 27, 11, 66]",125,121
225,7,"[6, 2, 5, 4, 19, 28, 54]",125,125
226,6,"[5, 10, 11, 24, 21, 48]",125,125
227,6,"[7, 13, 4, 45, 14, 36]",125,125
228,5,"[11, 3, 11, 10, 80]",125,120
229,7,"[2, 9, 14, 14, 14, 36, 29]",125,125
230,5,"[16, 11, 21, 47, 25]",125,125
231,5,"[16, 26, 5, 45, 28]",125,125
232,4,"[3, 49, 13, 45]",125,114
233,5,"[10, 27, 8, 9, 65]",125,124
234,6,"[6, 19, 3, 10, 22, 59]",125,125
235,5,"[5, 14, 21, 26, 50]",125,121
236,5,"[3, 10, 12, 27, 68]",125,125
237,5,"[4, 6, 21, 23, 66]",125,125
238,5,"[3, 10, 7, 35, 58]",125,118
239,5,"[5, 17, 27, 10, 58]",125,122
240,4,"[7, 18, 29, 53]",125,111
241,3,"[15, 39, 57]",125,114
242,4,"[7, 15, 22, 66]",125,114
243,4,"[23, 22, 10, 35]",125,94
244,7,"[3, 13, 14, 15, 4, 34, 35]",125,125
245,4,"[4, 26, 11, 69]",125,114
246,4,"[7, 20, 29, 58]",125,118
247,5,"[6, 9, 6, 42, 55]",125,123
248,5,"[5, 12, 7, 17, 69]",125,115
249,5,"[7, 3, 12, 55, 35]",125,117
250,4,"[4, 11, 34, 68]",125,121
251,5,"[6, 20, 25, 6, 52]",125,114
252,6,"[8, 12, 7, 31, 12, 42]",125,118
253,5,"[14, 5, 22, 33, 42]",125,121
254,6,"[8, 5, 10, 21, 18, 57]",125,125
255,6,"[7, 7, 0, 19, 27, 59]",125,125
256,5,"[4, 7, 29, 29, 51]",125,125
257,6,"[6, 8, 8, 25, 26, 46]",125,125
258,6,"[4, 11, 21, 10, 47, 26]",125,125
259,5,"[12, 16, 33, 23, 36]",125,125
260,7,"[7, 3, 8, 3, 11, 30, 54]",125,123
261,6,"[2, 9, 15, 30, 6, 51]",125,119
262,5,"[3, 6, 16, 17, 66]",125,113
263,6,"[5, 11, 12, 4, 29, 56]",125,123
264,5,"[9, 11, 10, 42, 47]",125,124
265,3,"[17, 55, 42]",125,117
266,4,"[14, 21, 24, 54]",125,117
267,3,"[37, 25, 51]",125,116
268,5,"[4, 29, 18, 20, 42]",125,118
