1,11,"[5, 5, 11, 13, 3, 13, 13, 10, 5, 17, 16]"
2,10,"[13, 9, 5, 12, 18, 13, 22, 11, 12, 0]"
3,11,"[12, 7, 15, 10, 7, 9, 18, 16, 5, 15, 0]"
4,9,"[5, 9, 17, 14, 15, 17, 10, 17, 12]"
5,8,"[9, 14, 17, 16, 11, 16, 19, 15]"
6,9,"[12, 5, 13, 13, 16, 17, 14, 16, 10]"
7,9,"[18, 12, 14, 12, 12, 11, 19, 16, 2]"
8,11,"[15, 11, 9, 12, 11, 19, 10, 12, 13, 2, 0]"
9,7,"[11, 22, 14, 14, 18, 16, 23]"
10,7,"[14, 17, 14, 18, 25, 28, 2]"
11,9,"[18, 14, 22, 19, 9, 15, 3, 11, 5]"
12,8,"[16, 13, 18, 24, 29, 7, 6, 4]"
13,8,"[17, 18, 12, 15, 18, 21, 8, 8]"
14,9,"[17, 12, 18, 25, 10, 14, 8, 7, 5]"
15,9,"[14, 19, 5, 26, 7, 10, 10, 19, 5]"
16,8,"[24, 22, 21, 12, 10, 10, 7, 11]"
17,10,"[14, 22, 11, 5, 9, 13, 13, 12, 11, 5]"
18,9,"[14, 24, 15, 7, 13, 11, 12, 11, 9]"
19,9,"[18, 14, 16, 11, 8, 13, 13, 11, 12]"
20,10,"[21, 12, 7, 13, 11, 11, 5, 10, 7, 17]"
21,9,"[26, 12, 14, 15, 16, 16, 10, 0, 7]"
22,8,"[17, 12, 18, 3, 15, 19, 17, 16]"
23,9,"[22, 9, 14, 15, 11, 12, 13, 12, 8]"
24,9,"[18, 10, 15, 16, 11, 13, 14, 12, 7]"
25,8,"[18, 3, 18, 19, 18, 15, 12, 14]"
26,9,"[8, 11, 12, 18, 13, 18, 11, 18, 7]"
27,9,"[6, 16, 13, 14, 11, 13, 19, 17, 7]"
28,9,"[9, 18, 15, 7, 16, 16, 11, 10, 13]"
29,7,"[10, 22, 19, 14, 21, 16, 16]"
30,10,"[8, 11, 8, 21, 8, 16, 22, 8, 0, 13]"
31,9,"[12, 3, 15, 19, 16, 11, 12, 14, 14]"
32,8,"[29, 19, 9, 13, 16, 11, 15, 5]"
