1,9,"[11, 8, 11, 14, 7, 8, 14, 28, 14]"
2,7,"[14, 11, 11, 19, 17, 19, 26]"
3,9,"[17, 7, 15, 7, 6, 20, 8, 18, 18]"
4,7,"[13, 15, 14, 23, 11, 20, 22]"
5,8,"[6, 19, 12, 17, 7, 8, 24, 24]"
6,8,"[9, 11, 24, 17, 11, 14, 14, 17]"
7,8,"[9, 14, 13, 12, 18, 15, 27, 9]"
8,8,"[15, 14, 13, 8, 14, 23, 13, 17]"
9,8,"[16, 13, 19, 14, 9, 21, 8, 17]"
10,7,"[17, 17, 7, 14, 22, 29, 12]"
11,9,"[17, 12, 22, 29, 12, 5, 9, 10, 0]"
12,8,"[24, 8, 11, 18, 17, 8, 11, 20]"
13,9,"[12, 22, 20, 16, 20, 0, 11, 7, 8]"
14,7,"[19, 21, 23, 26, 7, 15, 6]"
15,8,"[14, 18, 12, 22, 13, 20, 10, 8]"
16,6,"[23, 19, 24, 21, 15, 17]"
17,8,"[7, 20, 30, 17, 13, 8, 14, 8]"
18,8,"[22, 25, 17, 7, 9, 17, 7, 12]"
19,7,"[31, 19, 13, 17, 3, 17, 18]"
20,8,"[21, 26, 20, 7, 10, 8, 15, 10]"
21,7,"[26, 26, 5, 13, 17, 14, 16]"
22,7,"[32, 14, 8, 15, 19, 18, 12]"
23,8,"[19, 15, 10, 11, 16, 14, 19, 13]"
24,9,"[18, 23, 11, 6, 13, 10, 17, 9, 9]"
25,9,"[17, 22, 15, 12, 17, 2, 9, 15, 7]"
26,8,"[19, 12, 22, 8, 19, 6, 18, 13]"
27,8,"[34, 14, 13, 10, 7, 13, 16, 10]"
28,9,"[24, 17, 20, 10, 14, 6, 9, 8, 8]"
29,7,"[27, 23, 20, 12, 17, 7, 12]"
30,7,"[15, 20, 17, 23, 10, 16, 17]"
31,7,"[26, 25, 8, 16, 11, 16, 15]"
32,6,"[11, 26, 20, 28, 19, 15]"
33,7,"[20, 21, 23, 8, 8, 26, 12]"
34,8,"[15, 16, 15, 23, 9, 21, 11, 7]"
35,6,"[22, 17, 20, 23, 18, 18]"
36,8,"[8, 12, 17, 21, 18, 13, 16, 12]"
37,8,"[19, 15, 15, 20, 10, 16, 15, 7]"
38,7,"[21, 10, 17, 31, 10, 15, 14]"
39,8,"[24, 9, 15, 5, 10, 20, 17, 17]"
40,7,"[39, 13, 21, 10, 8, 14, 13]"
41,8,"[18, 17, 19, 15, 25, 0, 16, 6]"
42,8,"[26, 10, 11, 15, 19, 7, 16, 13]"
43,9,"[26, 6, 20, 11, 10, 11, 9, 14, 7]"
44,8,"[16, 25, 11, 7, 18, 6, 17, 16]"
45,7,"[33, 16, 18, 10, 17, 14, 10]"
46,7,"[27, 17, 22, 14, 14, 13, 10]"
47,7,"[4, 25, 31, 13, 16, 11, 18]"
48,8,"[24, 9, 18, 13, 16, 15, 13, 8]"
49,9,"[28, 10, 8, 14, 15, 11, 11, 12, 7]"
50,7,"[25, 23, 15, 18, 0, 22, 14]"
51,8,"[14, 24, 13, 6, 17, 18, 15, 10]"
52,8,"[7, 30, 13, 16, 6, 13, 24, 8]"
53,8,"[12, 23, 12, 11, 12, 23, 11, 13]"
54,8,"[15, 20, 20, 19, 19, 6, 6, 12]"
55,7,"[23, 21, 26, 9, 17, 6, 16]"
56,9,"[24, 7, 8, 9, 13, 12, 15, 11, 17]"
57,9,"[14, 13, 7, 19, 17, 14, 15, 10, 7]"
58,9,"[22, 16, 7, 6, 10, 9, 14, 14, 18]"
59,7,"[20, 22, 23, 11, 8, 25, 9]"
60,7,"[23, 12, 25, 15, 20, 13, 10]"
61,8,"[15, 11, 23, 6, 15, 15, 15, 17]"
62,9,"[19, 14, 23, 12, 0, 7, 20, 13, 8]"
63,9,"[6, 24, 16, 13, 11, 12, 16, 12, 6]"
64,8,"[17, 18, 13, 10, 21, 15, 10, 13]"
65,8,"[12, 5, 22, 12, 4, 14, 20, 28]"
66,8,"[21, 15, 17, 13, 15, 6, 12, 18]"
67,9,"[12, 22, 25, 13, 10, 13, 10, 0, 11]"
